latitude,longitude,t0,t100,t200,t300,t400,t500,t600,t700,t800,t900,t1000,t1100,t1200,t1300,t1400,t1500,t1600,t1700,t1800,t1900,t2000,t2100,t2200,t2300,t2400,t2500,t2600,t2700,t2800,t2900,t3000,t3100,t3200,t3300,t3400,t3500,t3600,t3700,t3800,t3900,t4000,t4100,t4200,t4300,t4400,t4500,t4600,t4700,t4800,t4900,t5000,t5100,t5200,t5300,t5400,t5500,t5600,t5700,t5800,t5900,t6000,t6100,t6200,t6300,t6400,t6500,t6600,t6700,t6800,t6900,t7000,t7100,t7200,t7300,t7400,t7500,t7600,t7700,t7800,t7900,t8000,t8100,t8200,t8300,t8400,t8500,t8600,t8700,t8800,t8900,t9000,t9100,t9200,t9300,t9400,t9500,t9600,t9700,t9800,t9900,t10000,t10100,t10200,t10300,t10400,t10500,t10600,t10700,t10800,t10900,t11000,t11100,t11200,t11300,t11400,t11500,t11600,t11700,t11800,t11900,t12000,t12100,t12200,t12300,t12400,t12500,t12600,t12700,t12800,t12900,t13000,t13100,t13200,t13300,t13400,t13500,t13600,t13700,t13800,t13900,t14000,t14100,t14200,t14300,t14400,t14500,t14600,t14700,t14800,t14900,t15000,t15100,t15200,t15300,t15400,t15500,t15600,t15700,t15800,t15900,t16000,t16100,t16200,t16300,t16400,t16500,t16600,t16700,t16800,t16900,t17000,t17100,t17200,t17300,t17400,t17500,t17600,t17700,t17800,t17900,t18000,t18100,t18200,t18300,t18400,t18500,t18600,t18700,t18800,t18900,t19000,t19100,t19200,t19300,t19400,t19500,t19600,t19700,t19800,t19900,t20000,t20100,t20200,t20300,t20400,t20500,t20600,t20700,t20800,t20900,t21000,t21100,t21200,t21300,t21400,t21500,t21600,t21700,t21800,t21900,t22000
58.6,13.7,0.532200357,0.711013214,0.804323967,0.562565725,0.320807483,0.303473418,0.303473418,0.287703694,0.264822493,0.510470585,1.020385599,1.265843107,1.090635047,1.041379732,1.246348986,1.308954384,1.08382135,1.079018772,1.4389374,1.818402458,2.220859565,2.188679476,1.830083886,1.87105177,2.081067925,2.095229431,2.073656785,2.260387669,2.398683665,2.214919748,2.099018053,2.153618108,2.067694233,1.812223834,1.738327179,1.761088076,1.605691854,1.596979903,2.288365121,2.568314846,2.522985179,2.406737914,2.445243062,2.550882794,2.373663525,2.998923795,2.968960361,3.363227545,2.92980645,2.160839467,2.79063103,2.698215409,2.150405809,2.256422856,2.220431253,1.765364535,2.231801968,1.609316688,2.041081454,2.537608377,2.869307501,2.910288951,2.949830894,2.276429679,3.029154746,2.84911337,3.377000445,3.15591379,3.460548546,3.18025291,3.375768077,3.216836335,3.640478348,3.314021871,3.277779703,3.905545976,3.417053748,3.084239784,2.882037996,3.208146486,2.699337292,2.483473418,2.049237894,0.655145667,1.851173623,1.479998995,1.709244982,1.948081644,1.60902737,1.474649355,1.633476683,1.578879525,0.916728204,1.108989149,0.574099792,-0.293163957,-0.329622833,0.093473418,-0.019788116,-0.855666592,-1.070745023,-1.115291915,-1.102946632,-1.83480395,-2.109382173,-1.726196585,-2.356125548,-3.504249739,-3.755532286,-3.791501661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.9,103.3,2.036881314,1.791426769,1.545972223,1.300517678,1.055063133,0.960692048,0.967043271,0.973394493,0.979745716,0.986096938,1.074093398,1.173593779,1.273094161,1.372594542,1.444904391,1.366572645,1.288240899,1.209909154,1.131577408,1.075063383,1.047541418,1.020019453,0.992497489,0.964975524,0.853764769,0.707686649,0.561608529,0.415530409,0.269452289,0.318875556,0.371801291,0.424727025,0.47765276,0.499348553,0.431602178,0.363855804,0.296109429,0.228363055,0.266010773,0.3951523,0.524293826,0.653435353,0.782576879,0.598930175,0.34276962,0.086609064,-0.169551491,-0.383325735,-0.15891587,0.065493996,0.289903861,0.514313727,0.639895361,0.593320222,0.546745082,0.500169943,0.453594803,0.407019664,0.360444524,0.313869385,0.267294245,0.220719106,0.181914023,0.143806688,0.105699352,0.067592016,0.02743006,-0.021262647,-0.069955353,-0.11864806,-0.167340767,-0.196107571,-0.202458794,-0.208810016,-0.215161239,-0.221512461,-0.071281951,0.13195287,0.335187691,0.538422512,0.733796737,0.602538137,0.471279536,0.340020935,0.208762335,0.109070721,0.083035411,0.057000101,0.03096479,0.00492948,-0.021105831,-0.052169358,-0.110749759,-0.169330161,-0.227910562,-0.286490964,-0.345071366,-0.402304269,-0.312807889,-0.22331151,-0.13381513,-0.044318751,0.045177629,0.134674008,0.099101837,0.043775902,-0.011550033,-0.066875967,-0.122201902,-0.177527837,-0.184938066,-0.173547617,-0.162157169,-0.150766721,-0.139376272,-0.127985824,-0.065339859,0.03554861,0.13643708,0.237325549,0.338214019,0.439102488,0.458639511,0.369143132,0.279646753,0.190150373,0.100653994,0.011157614,-0.066875317,-0.115692318,-0.164509319,-0.213326321,-0.262143322,-0.310960323,-0.357446766,-0.389177558,-0.420908351,-0.452639144,-0.484369937,-0.516100729,-0.547831522,-0.579562315,-0.611293107,-0.6430239,-0.674754693,-0.706485485,-0.738216278,-0.67295271,-0.589965159,-0.506977607,-0.423990055,-0.341002503,-0.258014951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-17.2,11,,,,,-0.731972462,-0.679340883,-0.31091983,0.010132802,-0.095130356,-0.169340883,-0.119340883,-0.089867198,-0.142498777,-0.116182988,0.094343328,0.220659117,0.220659117,0.220659117,0.282197579,0.359120656,0.41325171,0.376214673,0.339177636,0.320659117,0.320659117,0.320659117,0.216812963,0.101428348,0.055274502,0.170659117,0.286043733,0.347582194,0.386043733,0.41296681,0.336043733,0.259120656,0.268278165,0.36351626,0.445659117,0.508159117,0.570659117,0.628351425,0.666812963,0.705274502,0.605274502,0.41296681,0.220659117,0.374505271,0.528351425,0.636043733,0.674505271,0.71296681,0.602140599,0.453992451,0.336043733,0.489889887,0.64373604,0.759120656,0.836043733,0.91296681,0.955274502,0.99373604,1.047931845,1.138840935,1.210132802,1.104869644,0.999606486,0.894343328,0.836448591,0.88908017,0.878553854,0.773290696,0.694343328,0.641711749,0.620659117,0.620659117,0.659548006,0.715103562,0.720659117,0.720659117,0.720659117,0.720659117,0.720659117,0.587325784,0.487325784,0.420659117,0.545659117,0.567325784,0.433992451,0.360659117,0.347325784,0.413992451,0.240659117,0.227325784,0.493992451,0.295659117,0.060659117,-0.139340883,-0.126007549,-0.019340883,0.180659117,0.113992451,0.020659117,0.020659117,0.020659117,-0.046007549,-0.379340883,-0.386007549,-0.292674216,-0.359340883,-0.466840883,-0.512674216,-0.393626597,-0.165055168,-0.462674216,-0.550769454,-0.479340883,-0.612674216,-0.679340883,-1.022198026,-0.907912311,-1.193626597,-1.079340883,-1.222198026,-1.379340883,-1.329340883,-0.979340883,-0.654340883,-0.479340883,-0.579340883,-0.179340883,-0.229340883,-0.459340883,-0.379340883,-0.829340883,-0.504340883,-0.299340883,-0.479340883,-0.429340883,0.020659117,-0.099340883,-0.229340883,0.220659117,0.270659117,0.403992451,0.237325784,0.220659117,0.162325784,0.037325784,-0.148571652,-0.379340883,-0.629340883,-0.679340883,-0.829340883,-0.912674216,-0.762674216,-0.679340883,-0.762674216,-0.646007549,-0.533187037,-0.654340883,-1.154340883,-0.904340883,-1.404340883,-1.404340883,-1.362674216,-1.522198026,-1.83648374,-1.565055168,-1.479340883,-1.879340883,-1.765055168,-2.354340883,-2.179340883,-2.43648374,-2.568229772,-2.679340883,-2.439340883,-2.459340883,-2.639340883,-2.599340883,-2.499340883,-3.199340883,-2.259340883,-2.512674216,-2.579340883,-2.489340883,-2.389340883,-2.829340883,-2.699340883,-2.949340883,-3.069340883,-3.259340883,-2.579340883,-2.979340883,-2.979340883,-3.079340883,-3.279340883,-2.679340883,-2.979340883,-3.079340883,-3.479340883,-2.979340883,-3.269340883,-3.219340883,-3.489340883,-2.719340883,-3.119340883,-3.409340883,-2.799340883,-2.889340883,-2.189340883,,,,,,,,,
-4.6,-36.6,,,-0.283550606,-0.233245728,-0.257635972,-0.282026216,-0.30641646,-0.302002987,-0.25438394,-0.206764892,-0.159145845,-0.121050606,-0.121050606,-0.121050606,-0.121050606,-0.121050606,-0.121050606,-0.121050606,-0.121050606,-0.121050606,-0.287717273,-0.45438394,-0.621050606,-0.63456412,-0.418347904,-0.202131688,0.014084529,0.001171616,-0.109939495,-0.221050606,-0.315645201,-0.261591147,-0.207537093,-0.153483039,-0.131861417,-0.158888444,-0.185915471,-0.212942498,-0.298828384,-0.409939495,-0.099622035,0.293235108,-0.221050606,0.063564778,-0.321050606,-0.275596061,-0.230141516,-0.182955368,-0.135336321,-0.025596061,0.110767575,0.042585757,-0.230141516,-0.392479178,-0.297241083,-0.248323334,-0.38468697,-0.521050606,-0.430141516,-0.339232425,-0.130574416,0.107520822,0.147131212,0.101676666,0.056222121,0.010767575,-0.071050606,-0.237717273,-0.821050606,-0.321050606,-0.162717273,-0.121050606,0.078949394,0.328949394,-0.421050606,-0.296050606,-0.221050606,-0.221050606,-0.138697665,-0.021050606,-0.146050606,-0.244580018,-0.303403548,-0.073991783,0.278949394,0.161302335,-0.009285901,-0.303403548,-0.350462371,-0.232815312,-0.009285901,0.108361158,-0.244580018,-0.185756489,0.284831746,0.190714099,-0.050462371,-0.344580018,-0.371050606,0.003949394,-0.109285901,-0.297521195,-0.062227077,0.02561606,-0.107717273,0.278949394,1.256727171,0.153949394,-0.532161718,-0.587717273,-0.721050606,-0.521050606,0.278949394,-0.221050606,0.178949394,0.306222121,0.397131212,0.483494848,0.528949394,0.574403939,0.538040303,0.492585757,0.383494848,0.247131212,0.036092251,0.478949394,0.728949394,0.212282727,-0.221050606,-0.021050606,-0.487717273,-0.25438394,-0.387717273,-0.846050606,-0.921050606,-0.55438394,-1.149622035,-0.592479178,-1.049622035,-1.121050606,-1.70438394,-1.121050606,-0.537717273,-0.621050606,-0.343272829,-0.121050606,-0.171050606,-0.471050606,-0.821050606,-1.221050606,-1.141050606,-0.55438394,-0.83684008,-1.573682185,-1.809939495,-1.911050606,-1.421050606,-1.021050606,-1.287717273,-1.146050606,-0.961050606,-0.921050606,-1.081050606,-1.101050606,-1.087717273,-1.865495051,-1.301050606,-1.421050606,-1.401050606,-0.921050606,-1.048710181,-1.176369755,-1.30402933,-1.431688904,-1.658007128,-2.114528867,-2.571050606,-3.027572346,-3.484094085,-3.621050606,-3.621050606,-3.621050606,-3.621050606,-3.621050606,-3.621050606,-3.621050606,-3.621050606,-3.621050606,-3.621050606,-3.621050606,-3.621050606,-3.621050606,-3.621050606,-3.621050606,-3.621050606,-3.621050606,-3.621050606,-3.621050606,-3.512942498,-3.40483439,-3.296726282,-3.203403548,-3.144580018,-2.821050606,-2.543272829,-2.802300606,-2.85438394,-2.321050606,,,,,,,,,,,,,
-41,-74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.2,-36.3,,,,,,,,,,,,,,,0.423346702,0.386983066,0.35061943,0.314255793,0.277892157,0.248931118,0.231073975,0.213216832,0.195359689,0.177502547,0.159645404,0.185164884,0.221528521,0.257892157,0.294255793,0.33061943,0.366983066,0.403346702,0.439710339,0.476073975,0.512437612,0.548801248,0.541788261,0.523931118,0.506073975,0.488216832,0.470359689,0.456073975,0.456073975,0.456073975,0.456073975,0.456073975,0.456073975,0.456073975,0.456073975,0.456073975,0.456073975,0.456073975,0.456073975,0.491788261,0.527502547,0.563216832,0.598931118,0.634645404,0.606073975,0.481073975,0.356073975,0.231073975,0.106073975,-0.018926025,0.03049258,0.123515836,0.216539091,0.309562347,0.38833204,0.452848169,0.517364298,0.517364298,0.420590104,0.323815911,0.266073975,0.299407309,0.332740642,0.327041717,0.230267524,0.13349333,0.075428814,0.172203007,0.268977201,0.349407309,0.282740642,0.216073975,0.156073975,0.156073975,0.156073975,0.156073975,0.108454928,0.06083588,0.056073975,0.056073975,0.056073975,0.056073975,0.056073975,0.056073975,0.056073975,0.056073975,0.017612437,-0.05931064,-0.136233717,-0.087676025,-0.055464486,-0.093926025,-0.132387563,-0.187676025,-0.234835116,-0.143926025,-0.103926025,-0.063926025,-0.043926025,-0.043926025,-0.063926025,-0.103926025,-0.143926025,-0.193926025,-0.243926025,-0.243926025,-0.243926025,-0.243926025,-0.243926025,-0.310592691,-0.372497453,-0.429640311,-0.486783168,-0.543926025,-0.543926025,-0.543926025,-0.543926025,-0.543926025,-0.520849102,-0.443926025,-0.367002948,-0.395777877,-0.469851951,-0.543926025,-0.580963062,-0.618000099,-0.620849102,-0.543926025,-0.467002948,-0.443926025,-0.443926025,-0.443926025,-0.396306977,-0.34868793,-0.507562388,-0.68938057,-0.610592691,-0.420116501,-0.286783168,-0.191545072,-0.280289661,-0.553016934,-0.772497453,-0.867735549,-0.982021263,-1.172497453,-1.34948158,-1.405037136,-1.379640311,-1.165354596,-1.208211739,-1.208211739,-1.165354596,-1.379640311,-1.443926025,-1.51451426,-1.632161319,-1.143926025,-1.206426025,-1.268926025,-1.543926025,-1.277259358,-1.068926025,-1.443926025,-1.293926025,-1.177259358,-1.643926025,-1.243926025,-1.393926025,-1.643926025,-1.560592691,-1.477259358,-1.393926025,-1.355037136,-1.382814914,-1.410592691,-1.438370469,-1.577259358,-1.743926025,-1.910592691,-2.032814914,-1.977259358,-1.921703803,-1.866148247,-1.810592691,-1.755037136,-1.69948158,-1.643926025,-1.616148247,-1.588370469,-1.560592691,-1.521703803,-1.466148247,-1.410592691,-1.355037136,-1.343926025,-1.343926025,-1.343926025,-1.34948158,-1.377259358,-1.405037136,-1.432814914,-1.393926025,-1.310592691,-1.227259358,-1.143926025,-1.255037136
2.5,9.4,,-0.184727058,-0.13710801,-0.089488963,-0.041869915,0.005749133,0.05336818,0.081939609,-0.060917534,-0.203774677,-0.34663182,-0.38663182,-0.358060391,-0.329488963,-0.303774677,-0.303774677,-0.303774677,-0.303774677,-0.132346105,0.124796752,0.267653895,-0.218060391,-0.360917534,-0.503774677,-0.860917534,-1.170441344,-1.114885788,-1.059330232,-1.003774677,-1.124986798,-1.246198919,-1.367411041,-1.239068795,-1.003774677,-0.768480559,-0.603774677,-0.603774677,-0.603774677,-0.603774677,-0.603774677,-0.603774677,-0.603774677,-0.458320131,-0.215895889,0.026528353,0.196225323,0.196225323,0.196225323,0.196225323,0.196225323,0.196225323,0.196225323,0.219481137,0.265992765,0.312504393,0.359016021,0.466813558,0.819754735,0.314407141,-0.370441344,-0.03710801,0.536225323,0.046225323,-0.559330232,-0.503774677,0.010511037,1.029558656,1.196225323,1.067653895,0.851544472,0.787714685,0.723884898,0.66005511,0.596225323,0.302107676,-0.016274677,-0.253774677,-0.198511519,0.012014797,-0.003774677,-0.170441344,-0.33710801,-0.503774677,-0.540138313,-0.57650195,-0.612865586,-0.649229222,-0.685592859,-0.370441344,0.296225323,0.590819918,0.725955053,0.861090188,0.996225323,0.274003101,-0.325996899,-0.43710801,-0.341612515,0.063792891,0.469198296,0.874603701,0.943060766,0.867111399,0.791162032,0.715212665,0.639263298,0.563313931,0.487364564,0.411415196,0.085114212,-0.303774677,-0.040616782,0.177475323,-0.010024677,-0.197524677,-0.385024677,-0.567411041,-0.749229222,-0.881552455,-0.992663566,-1.153774677,-1.242663566,-0.631552455,-0.170441344,-0.059330232,-0.503774677,-0.783774677,-1.04663182,-0.278774677,-0.153774677,-0.516274677,-1.203774677,-1.027304089,-0.885024677,-0.822524677,-0.891274677,-0.985592859,-0.803774677,-0.621956495,-0.440138313,-0.264644242,-0.090731199,-0.13420946,-0.395079025,-0.490731199,0.074486193,0.639703584,0.500573149,0.283181845,0.013616627,-0.290731199,-0.653774677,-1.153774677,-1.582035546,-1.364644242,-1.147252938,-1.408536582,-1.789488963,-1.553774677,-1.053774677,-1.370441344,-2.03710801,-1.553774677,-1.014885788,-1.125996899,-1.361669414,-1.887985203,-2.13710801,-1.970441344,-1.870441344,-1.814885788,-1.981552455,-2.203774677,-1.981552455,-1.859330232,-2.13710801,-2.257620831,-2.142236215,-2.0268516,-2.578774677,-2.203774677,-2.148219121,-2.103774677,-2.060917534,-1.703774677,-1.018060391,-1.467411041,-1.770441344,-2.103774677,-2.203774677,-2.203774677,-1.403774677,-1.082346105,-1.419159292,-1.573005446,-2.232346105,-2.560917534,-2.203774677,-2.665313138,-2.753774677,-2.660917534,-2.518060391,-2.919159292,-2.203774677,-1.632346105,-2.275203248,-1.988959862,-1.470441344,-0.994018579,-0.896457604,-0.798896628,-0.701335653,-0.603774677,-1.307478381,-2.011182084,-2.663774677,-3.19710801,-2.930441344,,,
27.7,34.7,,,,,,,,,,1.672607399,1.672607399,1.672607399,1.702808741,1.736365788,1.769922835,1.617725244,1.449375075,1.281024907,1.304593931,1.338263964,1.371933998,1.511811944,1.653857399,1.795902853,1.846545076,1.789887852,1.733230628,1.676573404,1.56692558,1.453289217,1.339652853,1.272607399,1.272607399,1.272607399,1.272607399,1.372607399,1.486243762,1.599880126,1.672607399,1.672607399,1.672607399,1.672607399,1.692387618,1.719860146,1.747332673,1.76381619,1.65392608,1.54403597,1.43414586,1.420959047,1.530849157,1.640739267,1.750629377,1.684695311,1.574805201,1.464915091,1.365165538,1.31865391,1.27121205,1.131677166,0.992142282,1.093168146,1.233355062,1.105165538,0.872607399,0.746095771,0.699584143,0.728236538,0.860686869,0.9931372,1.019627266,0.887176935,0.754726604,0.77326965,1.038170312,1.149428591,1.237728811,1.326029032,1.414329253,1.348354907,0.982906402,0.617457897,0.383534551,0.416647134,0.449759716,0.503402101,0.602739849,0.702077597,0.772607399,0.772607399,0.772607399,0.716467048,0.628747749,0.556817925,0.512958276,0.483133714,0.614712662,0.746291609,0.70243196,0.614712662,0.595414416,0.639274065,0.598923188,0.291905644,-0.0151119,0.014712662,0.058572311,-0.091467668,-0.332754532,-0.574041395,-0.815328258,-0.954738446,-1.088786703,-1.222834961,-1.333290725,-1.360100376,-1.386910028,-1.413719679,-1.414255872,-1.387446221,-1.360636569,-1.333826918,-1.266266596,-1.185837642,-1.105408687,-1.024175443,-0.916936837,-0.809698231,-0.702459626,-0.611349821,-0.557873885,-0.504397949,-0.450922013,-0.362022952,-0.245291434,-0.128559917,-0.057674292,-0.027392601,-0.047110911,-0.187955982,-0.176688376,-0.085434559,0.05442558,0.19514261,-1.121758799,-4.137070021,-4.459650666,-4.782231311,-4.867115465,-4.913304842,-4.959494218,-5.005683595,-5.10083371,-5.239401839,-5.377969969,-5.516538098,-5.636609191,-5.682692141,-5.72877509,-5.774858039,-5.820940989,-6.403374126,-7.073120084,-7.742866043,-8.412612001,-8.262265581,-7.384667428,-6.507069276,-5.629471123,-4.879773554,-4.641678316,-4.403583078,-4.16548784,-3.927392601,-3.901145882,-3.874899163,-3.848652444,-3.777654382,-3.515874277,-3.254094172,-2.992314067,-2.807970029,-2.755476591,-2.702983153,-2.650489714,-2.612694439,-2.58644772,-2.560201,-2.533954281,-2.474945049,-2.405014979,-2.335084909,-2.383485038,-2.446510248,-2.509535459,-2.572560669,-2.636515408,-2.706690847,-2.776866286,-2.807812182,-2.737882112,-2.667952042,-2.642129444,-2.677217163,-2.712304882,-2.607812182,-2.398021972,-2.188231762,-2.177217163,-2.247392601,-2.31756804,,,,,,,,,,
36.4,-7.1,,,,,,,,,,,,,-1.130265765,-1.045265765,-0.982765765,-0.907765765,-0.820265765,-0.771515765,-0.737322217,-0.724418991,-0.701833226,-0.684015765,-0.696515765,-0.692140765,-0.676515765,-0.660890765,-0.621515765,-0.546515765,-0.531515765,-0.56580148,-0.737230051,-0.741031894,-0.647230051,-0.590087194,-0.617765765,-0.730265765,-0.669515765,-0.610087194,-0.581515765,-0.625152129,-0.650775025,-0.641515765,-0.568788493,-0.786515765,-1.024243038,-1.201145395,-1.038182432,-0.879947138,-0.805682432,-0.889015765,-1.104015765,-0.929015765,-1.069015765,-0.806515765,-0.491193185,-0.462944337,-0.389372908,-0.35580148,-0.102944337,-0.131515765,0.045627092,0.035627092,-0.115087194,-0.128658622,-0.248182432,-0.171515765,-0.227230051,-0.16080148,-0.29080148,-0.391515765,-0.242944337,-0.311515765,-0.425087194,-0.336515765,-0.327944337,-0.277230051,-0.307515765,-0.276515765,-0.231558108,-0.378182432,-0.229977304,-0.151515765,-0.02596021,-0.001515765,0.031817568,-0.390746535,-0.071515765,0.126817568,0.072055663,-0.101515765,0.108484235,0.014484235,0.051817568,0.183484235,0.203484235,0.041817568,0.138484235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.6,11.2,,0.695490751,0.985947182,1.276403614,0.470889552,0.526445108,0.557009556,0.523311156,0.489612757,0.455914358,0.422215958,0.388517559,0.35481916,0.32112076,0.287422361,0.253723962,0.220025562,0.186327163,0.166445108,0.166445108,0.166445108,0.166445108,0.166445108,0.166445108,0.166445108,0.145348061,0.075024573,0.004701085,-0.065622403,-0.135945891,-0.206269379,-0.276592867,-0.312146442,-0.199470385,-0.086794329,0.025881727,0.075446514,0.089511212,0.103575909,0.117640607,0.131705304,0.145770002,0.1598347,0.012821919,-0.277033153,-0.377999337,-0.25722639,-0.136453443,-0.015680496,0.128280856,0.321517571,0.430213223,0.285285687,0.157749455,0.109440277,0.066445108,0.066445108,0.068377475,0.116686653,0.164995832,0.213305011,0.26161419,0.179488586,0.082870228,-0.321209213,0.140358151,0.016134549,-0.107628967,-0.133554892,-0.054804892,-0.224912917,-0.195283288,-0.344822498,-0.464324123,-0.254533913,-0.328291735,-0.433554892,-0.526512639,-0.385667569,-0.333554892,-0.446230949,-1.00961123,-0.474399963,-0.009079368,-0.218869578,-0.605554892,-0.659870682,-0.417765419,-0.972151384,-0.621274191,-0.323028577,-0.136585195,0.107354198,0.152808744,0.366445108,0.230081471,-0.050221559,0.262278441,0.664711003,0.606907535,0.505751466,0.303439327,0.101127188,-0.10118495,0.109219674,0.353801429,0.238858901,0.123670541,0.008063605,0.040433547,0.156040483,0.166445108,0.156040483,0.098237015,0.119699545,0.238042741,0.266445108,0.259128034,0.198152425,0.136997255,0.075647562,-0.400018307,-0.961603673,-1.571359771,-2.00733538,-2.312213429,-2.333554892,-2.280180659,-2.09613158,-2.114042697,-2.23069775,-2.087840607,-2.247347996,-2.473210065,-2.32485924,-1.733554892,-1.733554892,-1.733554892,-1.662003168,-1.518037651,-1.477902719,-1.688727306,-2.033554892,-2.033554892,-2.033554892,-2.033554892,-2.033554892,-2.030232633,-1.997010042,-1.963787451,-1.91262466,-1.68006652,-1.447508381,-1.217608049,-1.0182725,-0.818936952,-0.640508535,-0.739846283,-0.839184032,-0.931893763,-0.898671172,-0.86544858,-0.837541603,-0.937209378,-1.036877152,-1.138538281,-1.304651238,-1.470764195,-1.634219344,-1.667441936,-1.700664527,-1.733887671,-1.767165541,-1.800443412,-1.833721282,-1.866999152,-1.900277022,-1.933554892,-1.922431422,-1.911307951,-1.900184481,-1.88906101,-1.87793754,-1.866814069,-1.855690599,-1.844567128,-1.833443658,-1.822320187,-1.811196717,-1.800073246,-1.788949776,-1.777826305,-1.766702835,-1.755579364,-1.744455894,,,,,,,,,,,,,,,,,,,,,,,,,,
-30.2,-72,,,,,,,,,,,,,-1.51454644,-1.500000985,-1.485455531,-1.470910076,-1.456364622,-1.441819167,-1.405364622,-1.366475733,-1.327586844,-1.288697955,-1.249809066,-1.207216474,-1.160920177,-1.114623881,-1.068327585,-1.022031288,-0.977091895,-0.944364622,-0.911637349,-0.878910076,-0.846182804,-0.813455531,-0.791475733,-0.776660918,-0.761846103,-0.747031288,-0.732216474,-0.712000985,-0.670182804,-0.628364622,-0.58654644,-0.544728258,-0.502910076,-0.486475733,-0.480920177,-0.475364622,-0.469809066,-0.464253511,-0.448697955,-0.409809066,-0.370920177,-0.332031288,-0.2931424,-0.254253511,-0.225819167,-0.19854644,-0.171273713,-0.144000985,-0.116728258,-0.095179437,-0.082216474,-0.069253511,-0.056290548,-0.043327585,-0.030364622,-0.034000985,-0.037637349,-0.041273713,-0.044910076,-0.04854644,-0.040179437,-0.019809066,0.000561304,0.020931674,0.041302045,0.06148723,0.080005749,0.098524267,0.117042786,0.135561304,0.154079823,0.158362651,0.156544469,0.154726287,0.152908105,0.151089924,0.143709452,0.114079823,0.084450193,0.054820563,0.025190934,-0.004438696,-0.006000985,-0.00054644,0.004908105,0.010362651,0.015817196,0.0168576,0.007598341,-0.001660918,-0.010920177,-0.020179437,-0.029438696,-0.022182804,-0.013091895,-0.004000985,0.008726287,0.023877802,0.039029318,0.046908105,0.037817196,0.028726287,0.019635378,-0.080364622,-0.180364622,-0.280364622,-0.34854644,-0.403091895,-0.457637349,-0.53939688,-0.661977525,-0.78455817,-0.907138815,-1.029719461,-1.152300106,-1.231576743,-1.137637349,-1.043697955,-0.949758561,-0.984000985,-1.032485834,-1.080970682,-1.109455531,-1.124607046,-1.139758561,-1.146728258,-1.134607046,-1.122485834,-1.110364622,-1.286122198,-1.461879773,-1.637637349,-1.607637349,-1.489455531,-1.371273713,-1.361054277,-1.512778415,-1.664502553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
