u_id,group_id,lat,lon,sitename,filename,elevation,country,gcmd_location,author,pub_year,title,journal,archive_type,min_yr,max_yr,proxy,num_record,num_control,url,process_group,resolution
406,163,52.45,-56.43,Lake Hope Simpson,HopeSimpson.Engstrom.1985.lpd,295,North America>Canada>Newfoundland And Labrador,North America>Canada>Newfoundland And Labrador,"Engstrom, D. R.; Hansen, B. C. S.",1985,Postglacial vegetational change and soil development in southeastern Labrador as inferred from pollen and chemical stratigraphy,Canadian Journal of Botany,LakeSediment,232,10749,pollen,50,7,this compilation,wave1,4.754207474
407,164,49.13,117.5,Hulun Lake,HulunLake.Wen.2009.lpd,545.3,Asia>Eastern Asia>China,Asia>Eastern Asia>China,"Wen, Ruilin; Xiao, Jule; Chang, Zhigang; Zhai, Dayou; Xu, Qinghai; Li, Yuecong; Itoh, Shigeru",2010,"Holocene precipitation and temperature variations in the East Asian monsoonal margin from pollen data from Hulun Lake in northeastern Inner Mongolia, China",Boreas,LakeSediment,-5,11035,pollen,170,20,this compilation,wave1,15.39855072
408,165,43.64,-79.48,Humber Pond 3,HumberPond3.McAndrews.1989.lpd,74,North America>Canada>Ontario,North America>Canada>Ontario,"Weninger, J. M.; McAndrews, J. H.",1989,"Late Holocene aggradation in the lower Humber River valley, Toronto, Ontario",Canadian Journal of Earth Sciences,LakeSediment,-29,4093,pollen,56,7,this compilation,wave1,13.58563804
409,166,43.64,-79.49,Humber Pond 5,HumberPond5.McAndrews.1989.lpd,74,North America>Canada>Ontario,North America>Canada>Ontario,"Weninger, J. M.; McAndrews, J. H.",1989,"Late Holocene aggradation in the lower Humber River valley, Toronto, Ontario",Canadian Journal of Earth Sciences,LakeSediment,-25,4203,pollen,32,7,this compilation,wave1,7.56859035
410,167,37.28,96.91,Hurleg lake,HurlegLake.Zhao.2013.lpd,2817,Asia>Eastern Asia>China,Asia>Eastern Asia>China,"Zhao, Cheng; Liu, Zhonghui; Rohling, Eelco J.; Yu, Zicheng; Liu, Weiguo; He, Yuxin; Zhao, Yan; Chen, Fahu",2013,Holocene temperature fluctuations in the northern Tibetan Plateau,Quaternary Research,LakeSediment,481,8661,alkenone,136,11,this compilation,wave1,16.62591687
411,168,64.6167,-19.85,Hvitarvatn,Hvitarvatn.Larsen.2013.lpd,422,Europe>Northern Europe>Iceland,Europe>Northern Europe>Iceland,"Geirsd _ttir, 虂slaug; Miller, Gifford H.; Larsen, Darren J.;   lafsd _ttir, S _d _s",2013,Abrupt Holocene climate transitions in the northern North Atlantic region recorded by synchronized lacustrine records in Iceland,Quaternary Science Reviews,LakeSediment,-38,10181,NA,NA,NA,www.ncdc.noaa.gov/paleo/study/15444,wave1,0
412,169,48.9131,22.1636,Hypkana,Hypkana.Hajkova.2016.lpd,820,Europe>Eastern Europe>Slovakia,Europe>Eastern Europe>Slovakia,"H  jkov  , Petra; Pa  il, Petr; Petr, Libor; Chattov  , Barbora; Matys Grygar, Tom",2016,A first chironomid-based summer temperature reconstruction (13   5 ka BP) around 49  N in inland Europe compared with local lake development,Quaternary Science Reviews,LakeSediment,5070,13074,chironomid,34,8,www.ncdc.noaa.gov/paleo/study/28046,wave1,4.247876062
413,170,66.14,-66.08,Iglutalik Lake,Iglutalik.Kerwin.2004.lpd,90,NA,North America>Canada>Nunavut,"Kerwin, Michael W.",2004,"Pollen-based summer temperature reconstructions for the eastern Canadian boreal forest, subarctic, and Arctic",Quaternary Science Reviews,LakeSediment,-24.346,10268.932,pollen,59,7,www.ncdc.noaa.gov/paleo/study/15444,wave1,5.731896098
414,171,50.92,-90.45,Indian,Indian.Bjorck.1985.lpd,383,North America>Canada>Ontario,North America>Canada>Ontario,"Bj苔rck, Svante",1985,Deglaciation chronology and revegetation in northwestern Ontario,Canadian Journal of Earth Sciences,LakeSediment,5820,10290,pollen,23,7,this compilation,wave1,5.14541387
415,172,47.14,-93.64,Irvin,Irvin.Cushing.1982.lpd,478,North America>United States Of America>Minnesota,North America>United States Of America>Minnesota,"Alwin, B.C.",1982,"Vegetation history of the Sugar Hills area, Itasca Co., Minnesota",NA,LakeSediment,-20,10771,pollen,44,7,this compilation,wave1,4.077471967
416,173,60.22,22.13,Isokaerret,Isokaerret.Asplund.1989.lpd,16,Atlantic Ocean>North Atlantic Ocean>Baltic Sea,Atlantic Ocean>North Atlantic Ocean>Baltic Sea,"Asplund, H.; Vuorela, I.",1989,Settlement studies in Kemioe - Archaeological problems and palynological evidence,Fennoskandia Archaeologica,Peat,-44.69,4245.89,pollen,38,6,this compilation,wave1,8.85661146
417,174,63.67,-65.15,Jake,Jake.Kerwin.2005.lpd,300,North America>Canada>Nunavut,North America>Canada>Nunavut,"Miller, Gifford H.; Wolfe, Alexander P.; Briner, Jason P.; Sauer, Peter E.; Nesje, Atle",2005,"Holocene glaciation and climate evolution of Baffin Island, Arctic Canada",Quaternary Science Reviews,LakeSediment,-41,8081.666,pollen,27,15,www.ncdc.noaa.gov/paleo/study/15444,wave1,3.32403179
418,175,-64.2017,-57.685,James Ross Island,JamesRossIsland.Mulvaney.2012.lpd,1542,Antarctica,Antarctica,"Mulvaney, Robert; Abram, Nerilie J.; Hindmarsh, Richard C. A.; Arrowsmith, Carol; Fleet, Louise; Triest, Jack; Sime, Louise C.; Alemany, Olivier; Foord, Susan",2012,Recent Antarctic Peninsula warming relative to Holocene climate and ice-shelf history,Nature,GlacierIce,-58,14263.66,NA,NA,NA,www.ncdc.noaa.gov/paleo/study/13954,wave1,0
419,176,42.33,126.37,Jinchuan Peat Bog,JinchueanBog.Yu.2013.lpd,600,Asia>Eastern Asia>China,Asia>Eastern Asia>China,"Yu, Shi-Yong",2013,Quantitative reconstruction of mid- to late-Holocene climate in NE China from peat cellulose stable oxygen and carbon isotope records and mechanistic models,The Holocene,Peat,20,5752,d18O,130,8,this compilation,wave1,22.67969295
420,177,-49.917,-74.383,JPC-42,JPC42.Caniupan.2014.lpd,-904,Pacific Ocean>South Pacific Ocean,Pacific Ocean>South Pacific Ocean,"Caniup  n, Magaly; Lamy, Frank; Lange, Carina B.; Kaiser, Jer太me; Kilian, Rolf; Arz, Helge W.; Le _n, Tania; Mollenhauer, Gesine; Sandoval, Susana; De Pol-Holz, Ricardo; Pantoja, Silvio; Wellner, Julia; Tiedemann, Ralf",2014,Holocene sea-surface temperature variability in the Chilean fjord region,Quaternary Research,MarineSediment,NA,NA,alkenone,76,7,this compilation,wave1,0
421,178,-54.3199,-69.4632,NBP05-05_JPC-67,JPC67.Bertrand.2017.lpd,-297,Pacific Ocean>South Pacific Ocean,Pacific Ocean>South Pacific Ocean,"Bertrand, Sebastien; Lange, Carina B.; Pantoja, Silvio; Hughen, Konrad; Van Tornhout, Evi; Wellner, Julia Smith",2017,Postglacial fluctuations of Cordillera Darwin glaciers (southernmost Patagonia) reconstructed from Almirantazgo fjord sediments,Quaternary Science Reviews,MarineSediment,-45,14330,alkenone,137,20,10.1594/PANGAEA.881851,wave1,9.530434783
422,179,69.9,-95.07,JR01,JR01Chironomid.Fortin.2017.lpd,120,North America>Canada>Nunavut,North America>Canada>Nunavut,"Fortin, Marie-Claude; Gajewski, Konrad",2016,"Multiproxy paleoecological evidence of Holocene climatic changes on the Boothia Peninsula, Canadian Arctic",Quaternary Research,LakeSediment,-24,6916,chironomid,112,7,this compilation,wave1,16.13832853
423,180,60.73,24.22,Kaartlamminsuo,Kaartlamminsuo.Rankama.1988.lpd,115,Europe>Northern Europe>Scandinavia>Finland,Europe>Northern Europe>Scandinavia>Finland,"Rankama, T.; Vuorela, I.",1988,Between inland and coast in Metal Age Finland - human impact on the primeval forests of southern H _me during the Iron Age,Memoranda Societatis Pro Fauna et Flora Fennica,Peat,159.64,4900.81,pollen,54,6,this compilation,wave1,11.38959371
424,181,42.7918,-3.8496,Kaite Cobre Mayor,KaiteCobreMayor.MartinChivelet.2011.lpd,1173,Europe>Southern Europe>Spain,Europe>Southern Europe>Spain,"Mart _n-Chivelet, Javier; Mu瘫oz-Garc _a, M. Belen; Edwards, R. Lawrence; Turrero, Mar _a J.; Ortega, Ana I.",2011,"Land surface temperature changes in northern Iberia since 4000 yrBP, based on   13C of speleothems",Global and Planetary Change,Speleothem,NA,NA,d13C,876,23,www.ncdc.noaa.gov/paleo/study/12194,wave1,0
425,182,57.63,14.53,Kansjon,Kansjon.EPD.lpd,308,Europe>Northern Europe>Scandinavia>Sweden,Europe>Northern Europe>Scandinavia>Sweden,NA,NA,NA,NA,LakeSediment,175.37,10425.17,pollen,31,6,this compilation,wave1,3.024449258
426,183,46.52,32.62,Kardashinski Swamp,KardashinskiSwamp.Kremenetski.1995.lpd,4,Europe>Eastern Europe>Ukraine,Europe>Eastern Europe>Ukraine,"Kremenetski, Constantin V.",1995,Holocene vegetation and climate history of southwestern Ukraine,Review of Palaeobotany and Palynology,Peat,290.92,9206.06,pollen,38,6,this compilation,wave1,4.262412032
427,184,58.38,22.2,Karujarv,Karujarv.EPD.lpd,32,Europe>Northern Europe>Estonia,Europe>Northern Europe>Estonia,NA,NA,NA,NA,LakeSediment,484.76,8373.49,pollen,74,6,this compilation,wave1,9.380470621
428,185,64.17,-127.62,Keele,Keele.Szeicz.1995.lpd,1150,North America>Canada>Northwest Territories,North America>Canada>Northwest Territories,"Szeicz, Julian M.; MacDonald, Glen M.; Duk-Rodkin, Alejandra",1995,"Late Quaternary vegetation history of the central Mackenzie Mountains, Northwest Territories, Canada","Palaeogeography, Palaeoclimatology, Palaeoecology",LakeSediment,0,10888,pollen,51,7,this compilation,wave1,4.684055841
429,186,49.82,-102.3,Kenosee,Kenosee.Porter.1992.lpd,746,North America>Canada>Saskatchewan,North America>Canada>Saskatchewan,"Porter, S.C.; Sauchyn, M.A.",1992,Moose Mountain palynology study: Final report,NA,LakeSediment,67,5511,pollen,28,7,this compilation,wave1,5.143277002
430,187,38.87,-107.03,Keystone Iron Bog,KeystoneIronbog.Fall.1985.lpd,2920,North America>United States Of America>Colorado,North America>United States Of America>Colorado,"Fall, P.L.",1988,Vegetation dynamics in the southern Rocky Mountains: Late Pleistocene and Holocene timberline fluctuations,NA,LakeSediment,-5,9168,pollen,31,7,this compilation,wave1,3.379483266
431,188,67.3628,62.7507,Kharinei,Kharinei.Jones.2011.lpd,108,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"Jones, V. J.; Solovieva, N.; Self, A. E.; McGowan, S.; Rosen, P.; Salonen, J. S.; Sepp _, H.; V _liranta, M.; Parrott, E.; Brooks, S. J.",2011,"The influence of Holocene tree-line advance and retreat on an arctic lake ecosystem: A multi-proxy study from Kharinei Lake, northeastern European Russia",Journal of Paleolimnology,LakeSediment,-53.246,11502.69,chironomid,39,8,this compilation,wave1,3.374888888
432,189,73,102,Khatanga-12 Lake,Khatanga-12Lake.Syrykh.2017.lpd,60,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"Syrykh, L. S.; Nazarova, L. B.; Herzschuh, U.; Subetto, D. A.; Grekov, I. M.",2017,Reconstruction of palaeoecological and palaeoclimatic conditions of the Holocene in the south of the Taimyr according to an analysis of lake sediments,Contemporary Problems of Ecology,LakeSediment,211.677,6918.66,chironomid,24,8,this compilation,wave1,3.578360047
433,190,54.2,56.9,Kinderlinskaya Cave,KinderlinskayaCave.Baker.2017.lpd,240,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"Baker, Jonathan L.; Lachniet, Matthew S.; Chervyatsova, Olga; Asmerom, Yemane; Polyak, Victor J.",2017,Holocene warming in western continental Eurasia driven by glacial retreat and greenhouse forcing,Nature Geoscience,Speleothem,-50,11704,NA,NA,8,www.ncdc.noaa.gov/paleo/study/21610,wave1,0
434,191,61.8211,16.4044,Klotjaernen,Klotjaernen.Pollen.Sweden.lpd,235,Europe>Northern Europe>Scandinavia>Sweden,Europe>Northern Europe>Scandinavia>Sweden,"Giesecke, T.; Bjune, A.E.; Chiverrell, R.C.; Sepp _, H.; Ojala, A.E.K.; Birks, H.J.B.",2008,Exploring Holocene continentality changes in Fennoscandia using present and past tree distributions,Quaternary Science Reviews,LakeSediment,-59.8566,9497.06,pollen,111,9,this compilation,wave1,11.61462474
435,192,36.88,28.64,Koeycegiz Goelue,KoeycegizGoelue.EPD.lpd,20,Asia>Western Asia>Turkey,Asia>Western Asia>Turkey,NA,NA,NA,NA,LakeSediment,1.52,5438.86,pollen,47,6,this compilation,wave1,8.643932511
436,193,-74.083,97.4833,Komsomolskaia,Komosomolskaia.Ciais.1992.lpd,3499,Antarctica,Antarctica,"Ciais, P; Petit, J R; Jouzel, J; Lorius, C; Barkov, N I; Lipenkov, V; Nicola  ev, V",1992,Evidence for an early Holocene climatic optimum in the Antarctic deep ice-core record,Climate Dynamics,GlacierIce,0,14934.1,dD,851,NA,this compilation,wave1,56.98368164
437,194,34,97.2,Koucha,Koucha.Herzschuh.2009.lpd,4540,Asia>Eastern Asia>China,Asia>Eastern Asia>China,"Herzschuh, Ulrike; Kramer, Annette; Mischke, Steffen; Zhang, Chengjun",2009,Quantitative climate and vegetation trends since the late glacial on the northeastern Tibetan Plateau deduced from Koucha Lake pollen spectra,Quaternary Research,LakeSediment,0,16438,pollen,66,9,this compilation,wave1,4.015086994
438,195,71.34,-113.78,KR02,KR02Chironomid.Fortin.2010.lpd,299,North America>Canada>Northwest Territories,North America>Canada>Northwest Territories,"Fortin, Marie-Claude; Gajewski, Konrad",2010,"Postglacial environmental history of western Victoria Island, Canadian Arctic",Quaternary Science Reviews,LakeSediment,-44.95,10085.8,chironomid,93,7,this compilation,wave1,9.179971868
439,196,71.34,-113.78,KR02,KR02Pollen.Peros.2008.lpd,299,North America>Canada>Northwest Territories,North America>Canada>Northwest Territories,"Peros, Matthew C.; Gajewski, Konrad",2008,"Holocene climate and vegetation change on Victoria Island, western Canadian Arctic",Quaternary Science Reviews,LakeSediment,-48,10101.5012,pollen,69,9,www.ncdc.noaa.gov/paleo/study/15444,wave1,6.798363648
440,197,68.35,-154.61,Kurupa Lake,Kurupa.Boldt.2015.lpd,920,North America>United States Of America>Alaska,North America>United States Of America>Alaska,"Boldt, Brandon R; Kaufman, Darrell S; McKay, Nicholas P; Briner, Jason P",2015,"Holocene summer temperature reconstruction from sedimentary chlorophyll content, with treatment of age uncertainties, Kurupa Lake, Arctic Alaska",The Holocene,LakeSediment,-52.909,5593.69,chlorophyll,1997,8,www.ncdc.noaa.gov/paleo/study/18995,wave1,353.6642145
441,198,69.6285,123.6481,Kyutyunda,Kyutyunda.Biskaborn.2016.lpd,66,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"Biskaborn, B.K.; Subetto, D.A.; Savelieva, L.A.; Vakhrameeva, P.S.; Hansche, A.; Herzschuh, U.; Klemm, J.; Heinecke, L.; Pestryakova, L.A.; Meyer, H.; Kuhn, G.; Diekmann, B.",2016,Late Quaternary vegetation and lake system dynamics in north-eastern Siberia: Implications for seasonal climate variability,Quaternary Science Reviews,LakeSediment,90.3684,12085.6,pollen,30,9,10.1594/PANGAEA.848906,wave1,2.500993812
442,199,-5.7,11.23,KZAI_01,KZAI_01.Hardy.2018.lpd,-816,Atlantic Ocean>South Atlantic Ocean,Atlantic Ocean>South Atlantic Ocean,"Hardy, William; Marret, Fabienne; Penaud, Aurelie; le Mezo, Priscilla; Droz, Laurence; Marsset, Tania; Kageyama, Masa",2018,Quantification of last glacial-Holocene net primary productivity and upwelling activity in the equatorial eastern Atlantic with a revised modern dinocyst database,"Palaeogeography, Palaeoclimatology, Palaeoecology",MarineSediment,1540,43422,dinocyst,190,9,this compilation,wave1,4.536555083
443,200,50.42,-74.2297,Lac Aurelie,LacAurelie.Bajolle.2018.lpd,440,North America>Canada>Quebec,North America>Canada>Quebec,"Bajolle, Lisa; Larocque-Tobler, Isabelle; Gandouin, Emmanuel; Lavoie, Martin; Bergeron, Yves; Ali, Adam A.",2018,Major postglacial summer temperature changes in the central coniferous boreal forest of Quebec (Canada) inferred using chironomid assemblages,Journal of Quaternary Science,LakeSediment,-19,8282.12,chironomid,164,8,www.ncdc.noaa.gov/paleo/study/24370,wave1,19.75637022
444,201,46.72,-70.3,Lac Colin,LacColin.Mott.1977.lpd,658,North America>Canada>Quebec,North America>Canada>Quebec,"Mott, R. J.",1977,Late-Pleistocene and Holocene palynology in southeastern Quebec,Geographie physique et Quaternaire,LakeSediment,56,10789,pollen,44,7,this compilation,wave1,4.099506196
445,202,47.7167,-70.6667,Lac du Sommet,LacduSommet.Hausmann.2011.lpd,830,North America > Canada > Quebec,North America > Canada > Quebec,"Hausmann, Sonja; Larocque-Tobler, Isabelle; Richard, Pierre J.H.; Pienitz, Reinhard; St-Onge, Guillaume; Fye, Falko",2011,"Diatom-inferred wind activity at Lac du Sommet, southern Quebec, Canada: A multiproxy paleoclimate reconstruction based on diatoms, chironomids and pollen for the past 9500 years",The Holocene,LakeSediment,-52,9483,chironomid,107,8,this compilation,wave1,11.22181437
446,203,58.87,-71.72,Lac Faribault,LacFaribault.Larouche.1981.lpd,250,North America>Canada>Quebec,North America>Canada>Quebec,"Richard, P.J.H.",1981,Paleophytogeographie postglaciaire en Ungava par l'analyse pollinique,NA,LakeSediment,-1,4361,pollen,24,7,this compilation,wave1,5.502063274
447,204,52.25,-67.07,Lac Gras,LacGras.King.1986.lpd,530,North America>Canada>Quebec,North America>Canada>Quebec,"King, G.A.",1986,Deglaciation and vegetation history of western Labrador and adjacent Quebec,NA,LakeSediment,-30,7300,pollen,24,7,this compilation,wave1,3.274215553
448,205,49.21,-65.81,Lac Leonard,LacLeonard.Labelle.1984.lpd,17,North America>Canada>Quebec,North America>Canada>Quebec,"Labelle, Claude; Richard, Pierre J. H.",1984,"Histoire postglaciaire de la vegetation dans la region de Mont-Saint-Pierre, Gaspesie, Quebec",Geographie physique et Quaternaire,LakeSediment,523,9791,pollen,25,7,this compilation,wave1,2.697453604
449,206,56.78,-64.83,Lac Martyne,LacMartyne.McAndrews.NA.lpd,365,North America>Canada>Quebec,North America>Canada>Quebec,NA,NA,NA,NA,LakeSediment,46,6798,pollen,27,7,this compilation,wave1,3.998815166
450,207,65.22,-126.12,Lac Meleze,LacMeleze.MacDonald.1987.lpd,650,North America>Canada>Northwest Territories,North America>Canada>Northwest Territories,"MacDonald, Glen M.",1987,Postglacial vegetation history of the Mackenzie River Basin,Quaternary Research,LakeSediment,-32,10590,pollen,47,7,this compilation,wave1,4.424778761
451,208,56.67,-64.68,Lac Patricia,LacPatricia.McAndrews.1983.lpd,538,North America>Canada>Quebec,North America>Canada>Quebec,"Samson, G.",1983,"Prehistorie du Mushuau Nipi, Nouveau-Quebec: Etude du mode d'adaptation a l'interier des terres hemi-arctiques",NA,LakeSediment,-2,5581,pollen,36,7,this compilation,wave1,6.448146158
452,209,50.55,-66.27,Lac Petel,LacPetel.King.1986.lpd,270,North America>Canada>Quebec,North America>Canada>Quebec,"King, G.A.",1986,Deglaciation and vegetation history of western Labrador and adjacent Quebec,NA,LakeSediment,19,8374,pollen,26,7,this compilation,wave1,3.111909037
