"","time","NH","Tropical","SH","Global"
"1",100,-0.027346239125,0.447978492222222,0.4442255138,0.193846472433333
"2",200,0.20136716147619,0.0819880462666667,0.0741811576,0.142181387146341
"3",300,0.166219407136364,-0.0888763794,0.076343909,0.0644143050238096
"4",400,0.0859089059583333,-0.112172099625,0.1322971286,0.0206343509333333
"5",500,0.18449680744,0.0291558936470588,-0.1421671212,0.0935581866382979
"6",600,0.0814320269354839,0.0604024622352941,-0.4134374976,0.0280008906603774
"7",700,0.109630995151515,0.154270914117647,-0.381463670428571,0.0626347839824561
"8",800,0.114098599030303,0.0678937417368421,-0.118919917714286,0.0715728040169491
"9",900,0.112956631705882,0.2022342433,-0.148298929857143,0.112247833360656
"10",1000,0.241972105882353,0.124282098142857,-0.0961496794285715,0.163934321048387
"11",1100,0.159319982657143,0.1260776885,-0.11437752,0.1179572796875
"12",1200,0.270235168628571,0.0884168848695653,-0.0352725085,0.169843017969697
"13",1300,0.2315531158,-0.00950622337499999,-0.216966943666667,0.0871103999852941
"14",1400,0.297892068657143,0.05355522888,-0.276929330555556,0.134387523913044
"15",1500,0.287649178285714,-0.0145928762,-0.374178326111111,0.0918158608695653
"16",1600,0.214921128742857,0.05184640536,-0.427329772111111,0.0720642274057971
"17",1700,0.161110972914286,0.0767528000384616,-0.526389486222222,0.0413850211000001
"18",1800,0.232681164314286,0.0119381958461538,-0.432325770555556,0.0651900272571428
"19",1900,0.314685802944445,-0.00758899703571428,-0.398160421111111,0.103188399986301
"20",2000,0.387390155189189,0.0985041060714285,-0.6345099985,0.143286009693333
"21",2100,0.330145307945946,0.0428330609285714,-0.6679737173,0.0897995323600001
"22",2200,0.423725324324324,0.0758046484642857,-0.5638317079,0.162160667706667
"23",2300,0.375265635081081,0.0411335213928571,-0.4523783505,0.140170447893333
"24",2400,0.497383752702703,0.0381114820357142,-0.4465935083,0.200058470186667
"25",2500,0.505016239675676,0.0810009011785714,-0.4436955812,0.22022227052
"26",2600,0.25637136872973,0.0789799368214286,-0.7150285199,0.060625249
"27",2700,0.199685353324324,0.0228462252142857,-0.7088422247,0.0125284017600001
"28",2800,0.327627345918919,-0.01924784325,-0.245236446,0.121745436373333
"29",2900,0.249403045567568,0.09480150775,-0.2819377382,0.12083970028
"30",3000,0.249552617756757,0.0544962475,-0.4765671775,0.07991560016
"31",3100,0.315773569783784,0.08023368025,-0.4619208978,0.124146082013333
"32",3200,0.354021821081081,0.0747567536206897,-0.3116106629,0.159876929026316
"33",3300,0.521298604189189,0.0953306746551724,-0.2461941586,0.257772320184211
"34",3400,0.516195353594595,0.147901379586207,-0.304990696636364,0.260174940623376
"35",3500,0.305030463540541,0.165274606655172,-0.388627081454545,0.153301205818182
"36",3600,0.367556106621622,0.232481389448276,-0.184861199818182,0.237767052480519
"37",3700,0.498370795486486,0.248246657758621,-0.238996823363636,0.298829966896104
"38",3800,0.48962449827027,0.238283071137931,-0.211682182818182,0.294776772571428
"39",3900,0.534038441027027,0.244251027551724,-0.321948547181818,0.302613871402597
"40",4000,0.615176749405405,0.260910998586207,-0.411053614818182,0.335147648363636
"41",4100,0.730696637432432,0.185468814137931,-0.423585874090909,0.360453591948052
"42",4200,0.57614657845946,0.188474715896552,-0.354830716181818,0.297143536181818
"43",4300,0.587136113081081,0.260810832448276,-0.208574019818182,0.350561507883117
"44",4400,0.585077873459459,0.216947438,-0.297644852272727,0.319002706192308
"45",4500,0.649204953702703,0.263371469233333,-0.232880874,0.376410740384615
"46",4600,0.630510675486486,0.1557581515,-0.192274629333333,0.325244860582278
"47",4700,0.617601010621622,0.183159023333333,-0.29540967075,0.313937873974684
"48",4800,0.631935304027027,0.2043070997,-0.197079917666667,0.343618483898734
"49",4900,0.604722071054054,0.227993411433333,-0.186623300083333,0.34145619456962
"50",5000,0.629221794756757,0.325860922266667,-0.164661545,0.393431589037975
"51",5100,0.630342728351351,0.2573390814,-0.178887018166667,0.365774799658228
"52",5200,0.593295700189189,0.241524633933333,-0.00252055008333332,0.369208016759493
"53",5300,0.50256566072973,0.165802326833333,-0.0515765573333334,0.290507348911392
"54",5400,0.581856186162162,0.0984382712666667,-0.228367100166667,0.275207871189873
"55",5500,0.650115206810811,0.193462274066667,-0.201594374916667,0.34732909335443
"56",5600,0.748072759324324,0.256863798,-0.174624459083333,0.42138117121519
"57",5700,0.614333176486487,0.307091131133333,-0.177406519583333,0.377394724417722
"58",5800,0.708508182891892,0.2058906565,-0.0954172411666667,0.395525513518988
"59",5900,0.769998164324324,0.076246639,-0.161762516166667,0.365014950075949
"60",6000,0.708954296918919,0.153755663433333,-0.244641101333333,0.353269438898734
"61",6100,0.684856819027027,0.120090064666667,-0.134176192846154,0.3399764217125
"62",6200,0.71821986372973,0.069904886,-0.224115062153846,0.321972321625
"63",6300,0.785662442648649,0.0217928222333333,-0.0151896288461539,0.369072873375
"64",6400,0.880906408054054,0.0327014980666667,-0.312884162076923,0.3688385991625
"65",6500,0.761673087675676,0.0139191335,-0.0847723612307692,0.3437179694125
"66",6600,0.763016468324324,0.118910219133333,-0.116619255384615,0.378535819775
"67",6700,0.727107756027027,0.2456317548,-0.139196105230769,0.4057798781125
"68",6800,0.872364787702702,0.130241805433333,-0.199820246153846,0.41983860135
"69",6900,0.925005195842105,0.0584797150666666,-0.115195552846154,0.437124033419753
"70",7000,0.637684776815789,0.0886173558666667,-0.156119220230769,0.306925831259259
"71",7100,0.666444995578947,-0.0422488097333333,-0.260498256923077,0.255197138271605
"72",7200,0.762793045342105,-0.0915157184666667,0.0539910853846154,0.332624052827161
"73",7300,0.827644270710526,-0.0228993754333333,-0.122868338846154,0.360076699
"74",7400,0.815352383842105,-0.0373248852333333,-0.0700103275384616,0.35745073791358
"75",7500,0.762559045026316,0.0717117155333333,0.0498807106923077,0.392309190320988
"76",7600,0.803483766184211,-0.0193363685,-0.0636897073076923,0.359559578580247
"77",7700,0.980484578894737,-0.0377144407333333,-0.0304671822307692,0.441122313666667
"78",7800,0.941167574615384,0.0437183442,-0.0787362949230769,0.451140413439024
"79",7900,0.924589014846154,0.0383691198666667,-0.205828324461538,0.421149718987805
"80",8000,0.95175371925641,-0.0039863807,-0.120944442692308,0.432030803353659
"81",8100,0.779219122282051,-0.0851939411,-0.109145200461538,0.322132194268293
"82",8200,0.510163476333333,-0.0109493752333333,-0.0538166313076923,0.230100952597561
"83",8300,0.685491885435897,0.0360672470333333,-0.183750747384615,0.310090746670732
"84",8400,0.83743592095,0.0807978684516129,0.0250122892307692,0.432468220476191
"85",8500,0.7470243117,0.0784943882903226,0.0296383421538461,0.389280916107143
"86",8600,0.86205259575,-0.0233341377096774,-0.000273617384615365,0.401847482559524
"87",8700,0.76974949405,-0.0579514823548387,0.135838996307692,0.366183223345238
