,time,new_zealand,greenland,n_atlantic,s_atlantic,indonesia,japan,oregon,alaska,china,congo,mediterranean,antarctica,arabean_sea,gulf_of_mexico,e_pacific,s_australia,philippines,s_america,iceland,scandinavia,w_africa
37,3700,-0.620414659,4.524390221,-2.181581199,-1.073206187,-0.138641418,0.738628748,-0.294768095,1.326715818,-1.274715424,-0.004677489,1.638495278,0.757039923,-0.593295812,0.260636712,0.581998283,0.071724422,0.191605877,-0.747031271,-0.36219959,-0.153675712,0.065389733
38,3800,-0.545182981,3.049390316,-2.213301398,-0.20511368,-0.1669403,0.612942776,-0.251761109,1.358750677,-1.044715405,-0.032225698,1.674814198,0.32607946,-0.603499893,0.164110278,0.610287964,0.109460272,0.262767485,-0.732216477,-0.018583357,-0.202899601,0.022458909
39,3900,-0.608558342,3.499390245,-2.236730129,-0.913545907,-0.266225205,0.691762584,-0.301061802,1.446363696,-0.814715445,-0.059773907,1.624389656,0.400804166,-0.664640728,0.082382903,0.638891029,0.147196129,0.424775933,-0.712000966,-0.174773455,-0.01304225,-0.08535286
40,4000,-0.744288266,3.624390245,-2.211349711,-1.078237914,-0.117016962,0.726368077,-0.34514273,1.565933916,-0.584715426,0.039297234,1.672631715,0.311288627,-0.750869814,-0.00817905,0.455793542,0.184931979,0.418171907,-0.670182824,-0.020535171,0.111599637,0.081835364
41,4100,-0.775778726,3.524390221,-1.937396884,-1.337119371,-0.096614538,0.590937001,-0.233454414,1.643235162,-0.354715437,0.299520284,1.782217328,0.349835158,-0.552513653,-0.125600129,-0.038174266,0.23335965,0.36941958,-0.628364623,0.369549712,-0.016296019,0.155754382
42,4200,-0.626992986,3.549390197,-3.881206334,-1.219275296,-0.087428804,0.636410612,-0.356656202,1.626538333,-0.124715447,0.559743345,1.870637309,0.305143882,-0.080794195,-0.235850523,-0.196844563,0.288915187,0.548834781,-0.586546421,0.735655807,0.168770892,0.205838874
43,4300,-0.623031199,3.449390292,-3.285596252,-1.251455409,-0.049732232,0.630338283,-0.344418459,1.531481209,-0.104715444,0.52435267,1.837916028,0.723158573,0.456083633,-0.304477498,-0.132202995,0.344470769,0.920810558,-0.544728279,0.437475163,-0.077147601,0.179503622
44,4400,-0.691894472,4.474390269,-2.887753993,-1.371412605,-0.163623473,0.606495652,-0.224488378,1.49880472,-0.084715448,0.390424103,1.78457449,0.648071695,0.99131311,-0.206980676,-0.069809461,0.400026321,0.318098486,-0.502910078,-0.270484015,0.080829078,-0.087821821
45,4500,-0.61841777,3.049390197,-2.431965381,-1.184294164,-0.264565774,0.72869236,-0.104558314,1.413953108,-0.064715445,0.439836681,1.767619027,0.67161946,1.347264034,-0.090482113,-0.006514027,0.455581874,0.342794923,-0.486475736,0.273057982,0.2112825,0.04270306
46,4600,-0.420537782,2.874390245,-2.027570903,-1.08876282,-0.395260135,0.613078892,-0.406987451,1.369074073,-0.044715445,0.584197581,1.968154878,0.38355729,0.389735077,0.062218617,0.104625848,0.493574709,0.258566506,-0.480920166,-0.101330355,0.168812609,-0.114475186
47,4700,-0.329974026,2.849390268,-2.101926986,-1.419964209,-0.112781751,0.582654302,-0.440185853,1.302403304,-0.024715448,0.358633667,2.165972295,0.112914223,-0.534936738,0.107725607,0.203427746,0.461316645,0.27758438,-0.475364625,-0.545675755,0.282771973,-0.002102157
48,4800,-0.360401459,3.374390125,-2.688931883,-1.120693386,-0.125808453,0.722263423,-0.419538051,1.348589051,-0.004715447,0.133069769,2.129265215,0.398350501,-0.506889865,0.112450103,0.310694964,0.429058582,0.215494027,-0.469809055,-0.077265993,0.122587939,0.126937542
49,4900,-0.381049708,3.749390364,-2.99376592,-0.677281365,-0.129215161,0.791181113,-0.481781535,1.500359648,0.015284553,0.497526377,1.939875078,0.371844336,-0.324730847,0.230287947,0.253887303,0.403252125,0.048247102,-0.464253515,-0.723014922,0.398685468,0.158044313
50,5000,-0.402644199,3.824390292,-2.522962302,-0.388786167,-0.098212423,0.668871894,-0.459276989,1.543779659,0.035284553,1.186920285,1.900470683,0.299517054,-0.237349866,0.213998368,-0.007989184,0.435510188,0.396032275,-0.448697954,-0.424636483,0.222247525,0.363054849
51,5100,-0.379955478,3.424390316,-2.212578535,-0.782124192,-0.16725211,0.623779097,-0.436772473,1.529225422,0.055284552,0.997526348,1.76424858,0.372173243,-0.387608023,0.097243117,-0.049783372,0.467768252,0.201743878,-0.409809053,-0.078766421,0.184452459,0.5537739
52,5200,-0.373783075,3.274390221,-2.055086449,-0.052641303,-0.073424476,0.729913506,-0.417716205,1.506173831,0.075284556,0.80813241,1.532540761,0.424959,-0.602739897,-0.01222082,0.032218741,0.500026286,0.315026367,-0.370920181,-0.164180994,0.227637389,0.405731966
53,5300,-0.448470071,2.824390292,-2.28157267,-0.610281356,-0.115119425,0.795829925,-0.40860691,1.478326754,0.095284551,0.8099702,1.349074517,0.547245015,-0.733961616,-0.035869454,0.070911854,0.532284379,0.174533237,-0.33203128,-0.206353128,0.213911955,0.284089113
54,5400,-0.439737963,4.149390102,-2.31664595,-1.441171261,-0.136891702,0.611580739,-0.364882186,1.458444054,0.115284555,0.962061465,1.436782809,0.406351451,-0.764550818,0.011446571,0.013726992,0.564542413,-0.11809597,-0.293142408,-0.231184259,0.231885281,0.148921751
55,5500,-0.445265072,3.949390292,-1.883944534,-1.096755147,-0.1351404,0.664161602,-0.311926726,1.495581619,0.135284558,1.11415267,1.588068442,0.341455177,-0.385378588,0.081201754,-0.009178302,0.596800506,0.350908508,-0.254253507,-0.547609814,0.438256693,0.235290679
56,5600,-0.51969083,3.999390245,-1.78929247,-0.805314452,0.060430955,0.855325132,-0.277615961,1.506016682,0.155284554,1.167264819,1.767704655,0.462163478,-0.012092289,0.027606216,0.085011953,0.62905854,-0.006260781,-0.22581917,-0.649443328,0.508567396,0.317038995
57,5700,-0.389789037,3.399390221,-1.906151392,-0.871576697,0.071056538,0.7791406,-0.248543267,1.43228835,0.17528455,1.212926984,1.802478527,0.297521062,0.170882271,-0.093960168,0.222330473,0.661316633,0.300327142,-0.198546439,-0.781131256,0.30598953,0.410801502
58,5800,-0.335847818,3.649390221,-1.709658813,-1.499795825,0.054294746,0.596504589,-0.271137264,1.358584574,0.181951225,0.933651567,1.793176452,0.458936871,0.078245177,-0.218612961,0.23674539,0.693574727,0.490352794,-0.171273708,-0.424252927,0.455273926,0.493320984
59,5900,-0.321236566,3.949390292,-1.535432622,-1.57066083,-0.147116836,0.568325724,-0.249055924,1.335126795,0.188617885,0.540208936,1.803705097,0.311595902,-0.108322657,-0.133965547,0.209053871,0.73139888,0.213226472,-0.144000992,-0.078957595,0.493047199,0.279256995
60,6000,-0.294501513,2.999390245,-2.115478385,-1.58928901,0.088312728,0.680473138,-0.225610936,1.392516525,0.19528456,0.146766305,1.785880903,0.153814712,-0.022618407,0.038447794,0.115119124,0.770614564,0.368430581,-0.116728261,-0.212353379,0.64430852,0.323351522
61,6100,-0.313280061,3.999390364,-2.176801558,-0.999047498,-0.172486925,0.568039397,-0.267966823,1.558690174,0.201951221,-0.173476771,1.786057185,0.406647176,-0.072842357,0.215864514,0.080878776,0.809830248,0.406069303,-0.095179439,-0.817381539,0.493593195,0.572830647
62,6200,-0.65953172,3.374390125,-1.853652097,-0.860375474,-0.025710163,0.538439856,-0.357941785,1.667821199,0.208617881,-0.460833102,1.84012469,0.190302074,-0.100047279,0.286001506,0.022644667,0.849045932,0.272575356,-0.082216471,-0.734427545,0.436712695,0.431854024
63,6300,-0.376652211,3.874390245,-1.612693286,-0.593407591,-0.089116351,0.672194547,-0.446185112,1.715879878,0.215284556,-0.024807204,1.876973054,0.251322444,0.148925324,0.242702131,0.012413675,0.888261616,0.180672853,-0.069253512,-0.708907687,0.393486551,0.262358353
64,6400,-0.338801995,4.199390173,-1.399399273,-1.256438752,-0.008683589,0.637152049,-0.554558329,1.641705057,0.221951216,-0.575988293,1.900507905,-0.181704276,0.114832268,0.151917726,0.062672601,0.886300802,0.045623394,-0.056290548,-0.244006623,0.535395959,0.194021771
65,6500,-0.272013434,3.374390245,-1.524039708,-0.750937938,-0.176901303,0.623003817,-0.687891654,1.655028325,0.228617892,0.183846712,1.909418754,0.137472834,-0.064773307,0.095507878,-0.18844172,0.86669296,0.224296134,-0.043327585,-0.446595952,0.391198846,0.498504102
66,6600,-0.150371071,3.924390197,-1.874142483,-0.8142044,0.035524373,0.669078577,-0.540272585,1.635667189,0.235284552,1.231465817,1.880737092,0.120528359,-0.363745909,0.189118774,-0.123091245,0.847085118,0.144735848,-0.030364621,-0.336654887,0.344886443,0.568516469
67,6700,-0.353404671,4.199390173,-2.148500696,-0.278508184,0.000532493,0.687625091,-0.468844018,1.650277326,0.241951227,2.047379732,1.764907766,0.207700122,-0.288745909,0.243007927,-3.36E-05,0.827477276,0.192766067,-0.034000985,0.000960495,0.245782948,0.551618688
68,6800,-0.225032516,4.549390197,-1.469687827,-1.385879179,-0.029240937,0.825902861,-0.41225063,1.743097175,0.248617887,0.856482267,1.727310849,0.068476472,-0.273098767,0.319383916,-0.04237493,0.807869434,0.27196631,-0.037637349,0.004934433,0.462099588,0.543916558
69,6900,-0.232818343,4.47439015,-0.57988295,-0.77563863,-0.039118392,0.795778901,-0.489173702,1.768920976,0.255284548,-0.640200913,1.704798797,0.119471107,-0.47051256,0.348610063,-0.099736676,0.761316657,0.141985796,-0.041273713,-0.329988213,0.676334321,0.335025514
70,7000,-0.242472582,3.77439034,-1.966940343,-0.409251954,0.120351302,0.570357568,-0.254558317,1.738382605,0.261951208,-0.813016057,1.548476481,-0.081329238,-0.251429378,0.349356591,0.043315812,0.69680053,0.091711254,-0.044910077,-0.538731009,0.708496903,0.204175778
71,7100,-0.21005284,3.649390102,-1.527270579,-1.009899332,-0.181113332,0.24604606,-0.300012849,1.725746414,0.268617898,-0.915791333,1.404575702,-0.204230443,-0.231472928,0.328108142,0.084341577,0.632284403,0.205460529,-0.048546441,0.007818505,0.597363807,0.321659625
72,7200,-0.176794782,3.424390197,-0.892824525,-0.316954029,-0.241421004,0.580777144,-0.347415469,1.702622682,0.275284559,-0.583687961,1.200428982,0.182940967,-0.51729495,0.307446907,0.094708058,0.64841342,-0.085406063,-0.040179435,-0.252484742,0.860314947,0.349859148
73,7300,-0.147845794,4.424390316,-0.824987233,-0.602768051,0.070639345,0.59933669,-0.395034514,1.671204931,0.281951219,-0.251584679,1.209621533,-0.067674831,-0.744191582,0.334510292,-0.098935777,0.745187581,0.067124299,-0.019809065,0.081070781,0.720133322,0.181843122
74,7400,-0.13101498,4.27439034,-0.628594943,-0.377535979,0.107484628,0.758891545,-0.404558323,1.603904235,0.288617879,-0.296143323,1.205024401,-0.093784454,-0.812373192,0.296825627,-0.172179514,0.841961801,0.142564442,0.000561304,0.353063902,0.497474987,0.152787305
75,7500,-0.23544737,3.499390245,-1.031238306,-0.32598645,0.144389821,0.716896841,-0.245467416,1.526503372,0.295284539,-0.453211367,1.296461059,0.212978546,-0.720706526,0.227496699,0.611365842,0.857169151,0.100542331,0.020931674,0.384544626,0.554069328,0.001419693
76,7600,-0.367308527,4.249390245,-1.060544318,-0.32294939,0.043928999,0.811012655,-0.154558308,1.519702643,0.30195123,-0.512755513,1.337765706,0.058124142,-0.758301223,0.169557121,0.272089164,0.750026286,0.051922912,0.041302044,-0.009492751,0.60140765,-0.011955072
77,7700,-0.369576532,5.624390125,-0.437862515,-0.245370058,-0.002122352,0.946530223,-0.154558308,1.543351,0.30861789,-0.556423604,1.203215304,-0.005807011,-0.786331526,0.179393589,-0.043607049,0.64288348,0.110367209,0.061487231,0.310221099,0.773712629,0.03145474
78,7800,-0.21399375,5.349390269,-0.21701965,-0.114128993,0.063958493,1.064043522,-0.250012867,1.567638232,0.31528455,-0.195200905,1.0900288,-0.148281255,-0.890562295,0.127512957,-0.061011009,0.578597724,0.166429555,0.08000575,0.50976905,0.69592928,0.088676003
79,7900,-0.300165095,3.924390197,-0.083669956,-0.206533391,0.237014758,0.962085888,-0.034558311,1.391925463,0.32195121,-0.67255187,1.190653763,-0.338506915,-0.951139218,0.197340434,-0.002137293,0.542883456,0.031831751,0.098524265,0.394514445,0.964607015,0.176748648
80,8000,-0.292338572,4.049390197,0.203100016,0.203295044,0.189494242,0.783624771,-0.045467402,1.214145511,0.328617901,-1.257501841,1.383994538,-0.226846989,-0.959809787,0.229836732,0.19786195,0.507169187,0.202729361,0.117042787,0.165058583,0.914130322,0.111412184
81,8100,-0.152092762,2.649390221,0.299145637,-0.597726434,0.325404772,0.637856883,-0.304558299,1.135428156,0.335284561,-1.394843817,1.37619813,-0.059552165,-1.181726263,0.292102287,0.19756004,0.451541454,-0.099402785,0.135561302,-0.132408877,0.699210996,-0.084159026
82,8200,-0.067709554,-0.500609726,0.264625805,-0.068394956,0.188956207,0.793813816,-0.504558317,0.956710802,0.341951221,-0.942986131,1.298686673,-0.223043056,-0.975808951,0.318056186,0.170664084,0.390935391,0.149474075,0.154079825,0.049662621,0.271805943,-0.140199711
83,8300,-0.117366452,3.549390197,-0.078177075,-0.151204357,0.136473659,0.699270141,-0.215084634,0.826048407,0.348617882,-0.406073391,1.229401182,-0.322875574,-0.837414302,0.320653409,0.095732853,0.330329329,0.192270026,0.158362657,0.360845228,0.277440696,0.024402111
84,8400,0.004334916,3.824390173,0.42849815,0.442915539,0.055356163,0.7637743,0.045441688,0.712305889,0.355284542,-0.286095858,1.24647355,-0.140502993,-0.612046409,0.346367516,-0.009101134,0.300026298,0.292936191,0.156544462,0.25482139,0.547051681,0.075078089
85,8500,0.19703766,3.424390197,0.629477326,0.138537779,0.127353279,0.71528424,0.068168962,0.568563367,0.361951232,-0.480648369,1.201755534,-0.175710652,-0.283634157,0.331994243,-0.138077182,0.300026298,0.269455146,0.154726282,0.078694701,0.364940411,-0.098766503
86,8600,0.278017394,3.699390173,0.429309713,0.05723882,0.161785022,0.679625028,0.295441696,0.455773359,0.368617892,-0.67520088,1.382024432,-0.283404686,-0.781812295,0.327985909,-0.467182033,0.300026298,0.018713863,0.152908102,0.475825895,0.662436733,0.052067618
87,8700,0.186732873,3.47439015,0.309224529,0.294191629,0.098108945,0.612477505,0.068168962,0.483620775,0.375284553,-0.34553057,1.408402787,-0.02680227,-0.843581526,0.304205672,-0.557414489,0.270614535,-0.066854465,0.151089922,0.332380402,0.534629729,0.093930989
88,8800,0.093981043,4.049390316,0.467557271,0.376225091,0.104677515,0.631788811,0.131155976,0.539356097,0.30528456,-0.025200905,1.527325999,-0.108633195,-0.964451091,0.275134469,-0.294459131,0.12355572,-0.044717891,0.143709451,-0.548781777,0.612361102,-0.189450197
89,8900,0.036905955,5.199390173,0.298770656,0.16624178,0.039787147,0.799844506,0.226394066,0.532008514,0.235284552,0.113094263,1.506326229,0.015989009,-0.95761497,0.151558882,0.056079838,-0.0235031,0.086947022,0.114079826,-1.374470797,0.870797162,0.077508887
90,9000,0.132214755,2.474390268,0.405431141,-0.259990126,0.08611943,0.690047845,0.995441675,0.674660921,0.165284559,0.087648965,1.480455313,-0.050818252,-1.27219691,0.12357009,0.214534926,-0.170561925,0.038111155,0.084450193,0.006013656,0.794519371,0.263245394
91,9100,0.040266123,4.524390221,0.003442596,-0.075167177,-0.009001999,0.991292352,0.945441664,0.665935475,0.095284551,0.062203676,1.537014063,-0.033062027,-1.410658449,0.080754877,0.095165858,-0.199973688,0.152294971,0.054820564,0.585412791,0.903171708,0.128471278
92,9200,-0.050614786,2.799390316,0.154648811,-0.07390434,-0.102688575,0.685511297,0.841595561,0.525702545,0.025284553,0.036758382,1.336337693,0.249952068,-1.035833274,0.069338239,0.089871541,-0.199973688,-0.023772205,0.025190935,0.15162976,0.807913693,0.306195808
93,9300,-0.084313114,3.824390173,0.271198591,-0.559173231,-0.011728806,0.494590804,0.818168983,0.515469616,-0.044715445,0.089433238,1.132117953,0.349190958,-0.590611829,0.051026761,0.199896599,-0.199973688,0.211151181,-0.004438696,0.369368598,0.75126115,0.271092077
94,9400,0.018230355,3.799390197,0.564396327,0.09839047,-0.008930753,0.452176643,0.887546957,0.563948595,-0.11471545,0.21138446,0.899584239,0.291154046,-0.190656656,0.091548157,0.312583252,-0.199973688,0.094761742,-0.006000985,0.592068532,0.593188247,0.367489378
95,9500,0.031773768,4.124390126,0.265714335,0.905551493,-0.165566955,0.414602727,0.811231166,0.431362916,-0.18471545,0.316799104,0.73795775,0.475537807,-0.239302882,0.105134472,0.23842302,-0.199973688,0.084706214,-0.00054644,0.275187826,0.573591375,0.185923727
96,9600,0.023191472,3.574390292,0.447037409,0.554134461,-0.054568585,0.348197556,0.605441705,0.328777245,-0.254715443,0.202513382,0.831514878,0.645367041,-0.325908583,0.145318722,-0.016122569,-0.199973688,0.007400352,0.004908105,0.2342318,0.455161785,-0.121029135
97,9700,0.032703694,3.649390221,0.596984017,0.143267756,0.046003221,0.04844605,0.636350781,0.252393061,-0.324715436,0.161580697,0.66122106,0.373013224,-0.501271682,0.152225539,-0.099780928,-0.193522081,0.200585172,0.010362651,0.286974346,0.617809872,0.085720112
98,9800,0.081198044,3.249390245,0.699388588,0.073427583,0.069287566,0.026173872,1.102941663,0.155696925,-0.296144009,0.276523232,0.543830745,0.178458683,-0.424563774,0.19331633,-0.016638919,-0.161264017,0.069626991,0.015817195,0.465698278,0.23630404,0.255209645
99,9900,-0.010090351,2.624390245,0.544569879,-0.086190405,-0.024522287,0.03333351,1.077941716,0.051301899,-0.267572582,0.324799091,0.49512581,0.284245983,-0.379332309,0.321463964,0.154352544,-0.129005954,0.012164071,0.0168576,-0.260828328,0.187837191,0.235731616
