"","id","lat","lon","sitename","filename","elevation","country","gcmd_location","author","pub_year","title","journal","archive_type","min_age","max_age","proxy","num_record","num_control","url"
"416",416,62.38,9.67,"Topptjonna","Topptjonna.Paus.2011.lpd",1316,"Europe>Northern Europe>Scandinavia>Norway","Europe>Northern Europe>Scandinavia>Norway","Paus, Aage; Velle, Gaute; Berge, Jan",2011,"The Lateglacial and early Holocene vegetation and environment in the Dovre mountains, central Norway, as signalled in two Lateglacial nunatak lakes","Quaternary Science Reviews","LakeSediment",6133.4277,11823.53,"chironomid",60,9,"this compilation"
"417",417,68,20,"Tornetrask","Tornetrask.Grudd.2002.lpd",400,"Europe>Northern Europe>Scandinavia>Sweden","Europe>Northern Europe>Scandinavia>Sweden","Grudd, H̴kan; Briffa, Keith R.; Karl̩n, Wibjorn; Bartholin, Thomas S.; Jones, Philip D.; Kromer, Bernd",2002,"A 7400-year tree-ring chronology in northern Swedish Lapland: Natural climatic variability expressed on annual to millennial timescales","The Holocene","Wood",-47,7356,"TRW",7404,NA,"www.ncdc.noaa.gov/paleo/study/15444"
"418",418,69.2,21.47,"Toskaljavri","Toskaljavri.Seppa.2002.lpd",704,"Europe>Northern Europe>Scandinavia>Finland","Europe>Northern Europe>Scandinavia>Finland","Sepp _, Heikki; Nyman, Marjut; Korhola, Atte; Weckstr̦m, Jan",2002,"Changes of treelines and alpine vegetation in relation to post-glacial climate dynamics in northern Fennoscandia based on pollen and chironomid records","Journal of Quaternary Science","LakeSediment",0,9500,"chironomid",95,9,"this compilation"
"419",419,45.99,-73.3,"Tourbiere de Lanorie Henri","TourbieredeLanorieHenri.Comtois.1982.lpd",18,"North America>Canada>Quebec","North America>Canada>Quebec","Comtois, Paul",1982,"Histoire holoc̬ne du climat et de la v̩g̩tation    Lanoraie (Qu̩bec)","Canadian Journal of Earth Sciences","LakeSediment",265,6620,"pollen",23,7,"this compilation"
"420",420,46,-73.22,"Tourbiere de Lanorie St Jean","TourbieredeLanorieStJean.Comtois.1982.lpd",20,"North America>Canada>Quebec","North America>Canada>Quebec","Comtois, Paul",1982,"Histoire holoc̬ne du climat et de la v̩g̩tation    Lanoraie (Qu̩bec)","Canadian Journal of Earth Sciences","LakeSediment",0,5468,"pollen",40,7,"this compilation"
"421",421,67.12,59.57,"Tumbulovaty","Tumbulovaty.Kultti.2004.lpd",115,"Europe>Eastern Europe>Russian Federation","Europe>Eastern Europe>Russian Federation","V _liranta, M.; Salonen, J. S.; Heikkil _, M.; Amon, L.; Helmens, K.; Klimaschewski, A.; Kuhry, P.; Kultti, S.; Poska, A.; Shala, S.; Veski, S.; Birks, H. H.",2015,"Plant macrofossil evidence for an early onset of the Holocene summer thermal maximum in northernmost Europe","Nature Communications","LakeSediment",0,11165,"pollen",28,9,"this compilation"
"422",422,2.7125,36.537,"Turkana","Turkana.Berke.2012.lpd",360,"Africa>Eastern Africa>Kenya","Africa>Eastern Africa>Kenya","Berke, Melissa A.; Johnson, Thomas C.; Werne, Josef P.; Schouten, Stefan; Sinninghe Damst̩, Jaap S.",2012,"A mid-Holocene thermal maximum at the end of the African Humid Period","Earth and Planetary Science Letters","LakeSediment",1093.599,6022.916,"GDGT",57,9,"www.ncdc.noaa.gov/paleo/study/16589"
"423",423,56.82,160.105,"Two-Yourts Lake","TwoYourtsLake.Nazarova.2013.lpd",280,"Europe>Eastern Europe>Russian Federation","Europe>Eastern Europe>Russian Federation","Nazarova, Larisa; de Hoog, Verena; Hoff, Ulrike; Dirksen, Oleg; Diekmann, Bernhard",2013,"Late Holocene climate and environmental changes in Kamchatka inferred from the subfossil chironomid record","Quaternary Science Reviews","LakeSediment",164.558,4500,"chironomid",36,8,"this compilation"
"424",424,51.02,3.94,"Uitbergen","Uitbergen.Verbruggen.1979.lpd",4,"Europe>Western Europe>Belgium","Europe>Western Europe>Belgium","Verbruggen, C.",1979,"Paleoecologische en palynlogische benadering van enkele bekende historisch-geografisch problemen in Vlaaderen. Bronnen voor de historisch geografie van Belgie.","Handelingen van het Colloquium te Brussel","Peat",-9.89,4371.91,"pollen",15,6,"this compilation"
"425",425,67.37,62.75,"Kharinei","Valiranta.Kharinei.2015.lpd",110,"Europe>Eastern Europe>Russian Federation","Europe>Eastern Europe>Russian Federation","V _liranta, M.; Salonen, J. S.; Heikkil _, M.; Amon, L.; Helmens, K.; Klimaschewski, A.; Kuhry, P.; Kultti, S.; Poska, A.; Shala, S.; Veski, S.; Birks, H. H.",2015,"Plant macrofossil evidence for an early onset of the Holocene summer thermal maximum in northernmost Europe","Nature Communications","LakeSediment",-43.7,11502.7,"pollen",100,9,"this compilation"
"426",426,38.5,43,"Van","Van.VanZeist.1978.lpd",1645,"Asia>Western Asia>Turkey","Asia>Western Asia>Turkey","Van Zeist, W.; Woldring, H.",1978,"A postglacial pollen diagram from Lake Van in east Anatolia","Review of Palaeobotany and Palynology","LakeSediment",53.5,10911.68,"pollen",84,6,"this compilation"
"427",427,65.9,-18.3,"Vatnamyri","Vatnamyri.Holmes.2011.lpd",220,"Atlantic Ocean>North Atlantic Ocean>Iceland","Atlantic Ocean>North Atlantic Ocean>Iceland","Caseldine, Chris; Langdon, Peter; Holmes, Naomi",2006,"Early Holocene climate variability and the timing and extent of the Holocene Thermal Maximum (HTM) in northern Iceland","Quaternary Science Reviews","LakeSediment",7573.93,10915.528,"chironomid",61,8,"this compilation"
"428",428,50.62,16.2,"Vernerovice","Vernerovice.Peichlova.1979.lpd",492,"Europe>Eastern Europe>Czech Republic","Europe>Eastern Europe>Czech Republic","Peichlova, M.",1979,"Historie vegetace Broumovska [Vegetation history of the Broumovska region]",NA,"Peat",160.41,10941.91,"pollen",38,6,"this compilation"
"429",429,59.82,6,"Vestre Oykjamyrtorn","VestreOykjamyrtorn.EPD.lpd",570,"Europe>Northern Europe>Scandinavia>Norway","Europe>Northern Europe>Scandinavia>Norway","Bjune, Anne Elisabeth; Bakke, Jostein; Nesje, Atle; Birks, H. J.B.",2005,"Holocene mean July temperature and winter precipitation in western Norway inferred from palynological and glaciological lake-sediment proxies","The Holocene","LakeSediment",-31.41,10971.93,"pollen",99,6,"this compilation"
"430",430,59.82,6,"Vestre Oykjamyrtorn","VestreOykjamytjorn.Velle.2005.lpd",594,"Europe>Northern Europe>Scandinavia>Norway","Europe>Northern Europe>Scandinavia>Norway","Velle, Gaute; Brooks, Stephen J.; Birks, H.J.B.; Willassen, Endre",2005,"Chironomids as a tool for inferring Holocene climate: An assessment based on six sites in southern Scandinavia","Quaternary Science Reviews","LakeSediment",-53.4647,13070.7896,"chironomid",82,9,"this compilation"
"431",431,-1.2317,33.1983,"Lake Victoria","Victoria.Berke.2012.lpd",1133,"Africa>Eastern Africa>Lake Victoria","Africa>Eastern Africa>Lake Victoria","Berke, Melissa A.; Johnson, Thomas C.; Werne, Josef P.; Grice, Kliti; Schouten, Stefan; Sinninghe Damst̩, Jaap S.",2012,"Molecular records of climate variability and vegetation response since the Late Pleistocene in the Lake Victoria basin, East Africa","Quaternary Science Reviews","LakeSediment",NA,NA,"GDGT",93,NA,"www.ncdc.noaa.gov/paleo/study/16618"
"432",432,-78.5,108,"Vostok","Vostok.Vimeux.2002.lpd",3488,"Antarctica","Antarctica","Vimeux, Fran̤oise; Cuffey, Kurt M.; Jouzel, Jean",2002,"New insights into Southern Hemisphere temperature changes from Vostok ice cores using deuterium excess correction","Earth and Planetary Science Letters","GlacierIce",0,9840,"dD",493,NA,"www.ncdc.noaa.gov/paleo/study/2453"
"433",433,66.25,15.72,"Vuoksjavratje","Vuoksjavratje.Berntsson.2014.lpd",850,"Europe>Northern Europe>Scandinavia>Sweden","Europe>Northern Europe>Scandinavia>Sweden","Berntsson, Annika; Rosqvist, Gunhild C; Velle, Gaute",2014,"Late-Holocene temperature and precipitation changes in Vindelfj _llen, mid-western Swedish Lapland, inferred from chironomid and geochemical data","The Holocene","LakeSediment",-44.444,5083.333,"chironomid",43,6,"this compilation"
"434",434,68.33,18.75,"Vuolep Njakajaure","VuolepNjakajaure.Heinrichs.2006.lpd",409,"Europe>Northern Europe>Scandinavia>Sweden","Europe>Northern Europe>Scandinavia>Sweden","Heinrichs, Markus; Barnekow, Lena; Rosenberg, Sandra",2006,"A comparison of chironomid biostratigraphy from Lake Vuolep Njakajaure with vegetation, lake-level, and climate changes in Abisko National Park, Sweden","Journal of Paleolimnology","LakeSediment",NA,NA,"chironomid",42,9,"this compilation"
"435",435,53.44,8.87,"Wachel 3","Wachel3.Doerfler.1989.lpd",17,"Europe>Western Europe>Germany","Europe>Western Europe>Germany","Doerfler, W.",1989,"Pollenanalytische Untersuchungen zur Vegetations- und Siedlungsgeschichte im Sueden des Landkreises Cuxhaven, Niedersachsen","Probleme der Kuestenforschung im suedlichen Nordseegebiet","LakeSediment",59.44,9985.34,"pollen",104,6,"this compilation"
"436",436,46.82,7.74,"Wachseldorn Untermoos","WachseldornUntermoos.Oeschger.1980.lpd",980,"Europe>Western Europe>Switzerland","Europe>Western Europe>Switzerland","Oeschger, Hans; Welten, Max; Eicher, Ulrich; M̦ll, Markus; Riesen, Trudi; Siegenthaler, Ulrich; Wegm _ller, Samuel",1980,"14C and other parameters during the Younger Dryas cold phase","Radiocarbon","Peat",70.45,10861.96,"pollen",87,6,"this compilation"
"437",437,-79.4676,-112.08,"WAIS Divide","WAISDivide.Fegyveresi.2016.lpd",1806,"Antarctica","Antarctica","Fegyveresi, John M.; Alley, Richard B.; Fitzpatrick, Joan J.; Cuffey, Kurt M.; McConnell, Joseph R.; Voigt, Donald E.; Spencer, Matthew K.; Stevens, Nathan T.",2016,"Five millennia of surface temperatures and ice core bubble characteristics from the WAIS Divide deep core, West Antarctica","Paleoceanography","GlacierIce",NA,NA,"bubble frequency",55,NA,"www.usap-dc.org/view/dataset/601224"
"438",438,47.03,11.83,"Waxeckalm","Waxeckalm.Huettemann.1987.lpd",16476,"Europe>Western Europe>Austria","Europe>Western Europe>Austria","Huettemann, H.; Bortenschlager, S.",1987,"Beitraege zur Vegetationsgeschichte Tirols VI: Riesengebirge, Hohe Tatra - Zillertal, Kuehtai","Ber. nat.-med. Verein Innsbruck","Peat",85.75,7749.49,"pollen",53,6,"this compilation"
"439",439,25.7747,-80.5056,"WCA3B Gumbo Limbo Far Tail","WCA3BGumboLimboFarTail.Willard.2001.lpd",5,"North America>United States Of America>Florida","North America>United States Of America>Florida","Willard, D.A.; Weimer, L.M.; Riegel, W.L.",2001,"Pollen assemblages as paleoenvironmental proxies in the Florida Everglades","Review of Palaeobotany and Palynology","LakeSediment",-40,4653,"pollen",15,7,"this compilation"
"440",440,25.7789,-80.5111,"WCA3B Gumbo Limbo Marsh","WCA3BGumboLimboMarsh.Willard.2001.lpd",5,"North America>United States Of America>Florida","North America>United States Of America>Florida","Willard, D.A.; Weimer, L.M.; Riegel, W.L.",2001,"Pollen assemblages as paleoenvironmental proxies in the Florida Everglades","Review of Palaeobotany and Palynology","LakeSediment",-34,4324,"pollen",21,7,"this compilation"
"441",441,43.33,-95.2,"Lake West Okoboji","WestOkoboji.VanZant.1979.lpd",426,"North America>United States Of America>Iowa","North America>United States Of America>Iowa","Van Zant, Kent",1979,"Late Glacial and postglacial pollen and plant macrofossils from Lake West Okoboji, northwestern Iowa","Quaternary Research","LakeSediment",5,10697,"pollen",105,7,"this compilation"
"442",442,34.168,-80.7767,"White Pond","WhitePond.Krause.2019.lpd",1.5,"North America>United States Of America>South Carolina","North America>United States Of America>South Carolina","Krause, Teresa R.; Russell, James M.; Zhang, Rui; Williams, John W.; Jackson, Stephen T.",2019,"Late Quaternary vegetation, climate, and fire history of the southeast Atlantic Coastal Plain based on a 30,000-yr multi-proxy record from White Pond, South Carolina, USA","Quaternary Research","LakeSediment",0,20984.8,"GDGT",74,18,"www.ncdc.noaa.gov/paleo/study/25170"
"443",443,52.69,0.34,"Wiggenhall St. Germans","WiggenhallSt.Germans.Waller.1994.lpd",1,"Europe>Northern Europe>British Isles>United Kingdom","Europe>Northern Europe>British Isles>United Kingdom","Waller, M.P.",1994,"Flandrian environmental change in Fenland","East Anglian Archaeology","Peat",85.25,5204.53,"pollen",30,6,"this compilation"
"444",444,48.57,8.24,"Wilder See beim Ruhestein","WilderSeebeimRuhestein.EPD.lpd",910,"Europe>Western Europe>Germany","Europe>Western Europe>Germany","Roesch, Manfred",2009,"Botanical evidence for prehistoric and medieval land use in the Black Forest","Medieval Rural Settlement in Marginal Landscapes","LakeSediment",386.57,9644.12,"pollen",259,6,"this compilation"
"445",445,49.8133,-117.8772,"Windy Lake","Windy.Chase.2008.lpd",1814,"North America>Canada>British Columbia","North America>Canada>British Columbia","Chase, Marianne; Bleskie, Christina; Walker, Ian R.; Gavin, Daniel G.; Hu, Feng Sheng",2008,"Midge-inferred Holocene summer temperatures in southeastern British Columbia, Canada","Palaeogeography, Palaeoclimatology, Palaeoecology","LakeSediment",NA,NA,"chironomid",76,8,"this compilation"
"446",446,-24.4391,28.7507,"Wonderkrater","Wonderkrater.Truc.2013.lpd",1110,"Africa>Southern Africa>South Africa","Africa>Southern Africa>South Africa","Truc, Lo  c; Chevalier, Manuel; Favier, Charly; Cheddadi, Rachid; Meadows, Michael E.; Scott, Louis; Carr, Andrew S.; Smith, Gideon F.; Chase, Brian M.",2013,"Quantification of climate change for the last 20,000 years from Wonderkrater, South Africa: Implications for the long-term dynamics of the Intertropical Convergence Zone","Palaeogeography, Palaeoclimatology, Palaeoecology","Peat",-29,19825,"pollen",56,8,"this compilation"
"447",447,53.75,20.2,"Woryty","Woryty.EPD.lpd",105,"Europe>Eastern Europe>Poland","Europe>Eastern Europe>Poland","Pawlikowski, M.; Ralska-Jasiewiczowa, M.; Schoenborn, W.; Stupnicka, E.; Szeroczynska, K.",1982,"Woryty near Gietrzwald, Olsztyn Lake District, NE Poland - vegetational history and lake development during the last 12,000 years","Acta Palaeobotanica","LakeSediment",347.14,10981.77,"pollen",84,6,"this compilation"
"448",448,33.3792,101.1035,"Lake Ximencuo","Ximencuo.Herzschuh.2014.lpd",4000,"Asia>Eastern Asia>China","Asia>Eastern Asia>China","Herzschuh, Ulrike; Borkowski, Janett; Schewe, Jacob; Mischke, Steffen; Tian, Fang",2014,"Moisture-advection feedback supports strong early-to-mid Holocene monsoon climate on the eastern Tibetan Plateau as inferred from a pollen-based reconstruction","Palaeogeography, Palaeoclimatology, Palaeoecology","LakeSediment",NA,NA,"pollen",108,9,"this compilation"
"449",449,24.34,102.79,"Xingyun Lake","XingyunLake.Wu.2018.lpd",1722,"Asia>Eastern Asia>China","Asia>Eastern Asia>China","Wu, Duo; Chen, Xuemei; Lv, Feiya; Brenner, Mark; Curtis, Jason; Zhou, Aifeng; Chen, Jianhui; Abbott, Mark; Yu, Junqing; Chen, Fahu",2018,"Decoupled early Holocene summer temperature and monsoon precipitation in southwest China","Quaternary Science Reviews","LakeSediment",-27,14192,"pollen",67,18,"this compilation"
"450",450,42.28,140.26,"Yakumo","Yakumo.Leipe.2013.lpd",7,"Asia>Eastern Asia>Japan","Asia>Eastern Asia>Japan","Leipe, Christian; Kito, Norio; Sakaguchi, Yumi; Tarasov, Pavel E.",2013,"Vegetation and climate history of northern Japan inferred from the 5500-year pollen record from the Oshima Peninsula, SW Hokkaido","Quaternary International","Peat",40,5506,"pollen",38,NA,"10.1594/PANGAEA.785354"
"451",451,-62.221,-58.96,"Yanou Lake","Yanou.Foster.2016.lpd",14.5,"Antarctica","Antarctica","Roberts, Stephen J.; Monien, Patrick; Foster, Louise C.; Loftfield, Julia; Hocking, Emma P.; Schnetger, Bernhard; Pearson, Emma J.; Juggins, Steve; Fretwell, Peter; Ireland, Louise; Ochyra, Ryszard; Haworth, Anna R.; Allen, Claire S.; Moreton, Steven G.; Davies, Sarah J.; Brumsack, Hans-J _rgen; Bentley, Michael J.; Hodgson, Dominic A.",2017,"Past penguin colony responses to explosive volcanism on the Antarctic Peninsula","Nature Communications","LakeSediment",NA,NA,"GDGT",41,3,"doi.org/10.5285/df50e30a-0672-461a-928e-aafafb45fd55"
"452",452,62.13,22.87,"Ylimysneva","Ylimysneva.Huttunen.1990.lpd",172,"Europe>Northern Europe>Scandinavia>Finland","Europe>Northern Europe>Scandinavia>Finland","Huttunen, A.",1990,"Vegetation and palaeoecology of a bog complex in southern Finland.","Aquilo ser. Bot.","Peat",-40.1,9471.38,"pollen",51,6,"this compilation"
"453",453,51.8519,19.7811,"Zabieniec","Zabieniec.Plociennik.2011.lpd",180,"Europe>Eastern Europe>Poland","Europe>Eastern Europe>Poland","P   _ciennik, Mateusz; Self, Angela; Birks, H. John B.; Brooks, Stephen J.",2011,"Chironomidae (Insecta: Diptera) succession in   abieniec bog and its palaeo-lake (central Poland) through the Late Weichselian and Holocene","Palaeogeography, Palaeoclimatology, Palaeoecology","Peat",-50,14068.949,NA,0,8,"www.ncdc.noaa.gov/paleo/study/28418"
"454",454,49.75,25.45,"Zalozhtsy","Zalozhtsy.Bezusko.1992.lpd",320,"Europe>Eastern Europe>Ukraine","Europe>Eastern Europe>Ukraine","Bezusko, L.G.; Kajutkina, T.M.; Kovalyukh, N.N.",1992,"YIII s'ezd Ukrainskovo botanicheskogo obschestva [New data of Allerod vegetation of Ukraine]",NA,"Peat",304.62,9905.4,"pollen",24,6,"this compilation"
"455",455,49.83,14.33,"Zbudovska blata","Zbudovskablata.Rybnickova.1975.lpd",380,"Europe>Eastern Europe>Czech Republic","Europe>Eastern Europe>Czech Republic","Rybn _  kov  , Eli  ka; Rybn _  ek, Kamil; Jankovsk  , Vlasta",1975,"Palaeoecological investigations of buried peat profiles from the Zbudovsk   blata marshes, southern Bohemia","Folia Geobotanica et Phytotaxonomica","Peat",-11.85,9987.83,"pollen",22,6,"this compilation"
