,time,new_zealand,greenland,n_atlantic,s_atlantic,indonesia,japan,oregon,alaska,china,congo,mediterranean,antarctica,arabean_sea,gulf_of_mexico,e_pacific,s_australia,philippines,s_america,iceland,scandinavia,w_africa
21,2100,1.238456938,-2.618549477,3.939678815,1.569016735,1.02731467,0.274381231,0.301563364,0.690384704,4.198902628,1.157686695,-0.173768132,2.48756935,1.248464907,2.069493444,0.361211512,0.555265385,0.453848648,1.812517782,-0.134166536,-1.126053183,0.177083321
22,2200,1.038486873,-3.666005429,3.840144162,1.132213671,0.893847983,0.256681935,0.782069025,0.349728193,4.168054909,1.521911218,-0.275122566,2.395273387,1.277755825,1.914450545,0.406760421,0.538793502,0.386612839,1.665720851,-0.114391546,-0.327301425,0.216568411
23,2300,1.145272407,-2.684980477,3.829834361,0.844239338,0.931361948,0.508721964,1.432049771,1.044080345,4.117927766,1.90074486,-0.540777348,2.269521873,1.318650037,1.474724659,0.619784774,0.643948338,0.491072035,1.604777825,0.110142026,-0.209122461,0.360865879
24,2400,1.369147281,-2.804972953,3.858420317,-0.194883012,1.199508381,0.283494816,1.218102768,0.909070001,4.041237861,1.86962627,-0.500564422,2.699846684,1.124282534,1.342588294,0.634894993,0.611921838,0.214902845,1.646585467,-0.700890275,-0.315407959,0.562805029
25,2500,1.159394682,-4.51189881,3.777345272,0.862641495,0.858652174,0.052170032,1.252090766,0.720674999,3.823620718,1.725124818,-0.731800235,2.135979125,0.845686901,1.221837836,0.639065817,0.639594338,0.653453851,1.540220728,-0.02482684,-0.353559072,0.555757325
26,2600,0.909110059,-2.902223405,3.945755484,1.91739259,0.970876514,0.343311431,1.10939606,0.983431034,3.760060814,1.775735528,0.005577513,2.532218627,0.833629661,0.993623013,0.714780685,0.588774326,0.368659208,1.40118737,0.154628119,-0.348312755,0.526969304
27,2700,0.96945002,-2.782293405,3.739271855,2.164667484,0.994228458,0.356199589,1.156556459,1.696961425,3.673408909,1.9469257,0.144392741,2.398918628,1.004452616,1.047329299,0.798512212,0.552886326,0.38514799,1.342405631,0.680213227,-0.239479682,0.597572733
28,2800,0.926668506,-3.979652048,3.223023994,0.658391895,1.125652336,0.450647949,1.047281997,1.485389511,3.546537766,2.053595872,0.582690437,1.925270059,1.097167867,1.18243344,0.570092699,0.505684326,0.541888208,1.341453732,0.450486825,-0.368951362,0.487512588
29,2900,0.904906431,-3.279297,3.485047674,0.572142969,1.104726841,0.585374741,1.349227978,2.09518185,3.485977861,2.064711917,0.577491975,2.038843841,1.15809843,1.357390408,0.418545026,0.399977143,0.016816754,1.285409431,0.93682533,0.271807031,0.335079242
30,3000,0.946596212,-1.224304953,3.666845835,1.190855344,1.049974155,0.678326459,1.555652112,2.337705262,3.523858718,1.934704834,0.365477193,2.317204464,1.045578907,1.428902655,0.228944871,0.366657112,0.0925177,1.34160469,1.368801135,0.583953754,0.674795204
31,3100,0.927886454,-2.172492953,3.719352095,1.866794815,0.948050429,0.404381039,1.392912553,1.581107009,3.333127814,1.785708795,0.055237485,2.148856788,0.798254217,1.321983322,0.395970442,0.392931081,0.140848207,1.258081389,1.478190395,0.731350209,0.684726568
